Institución;Escuela Superior Politecnica de Chimborazo
 Descripción;"Información clasificada como reservada. NO APLICA debido a que la
entidad no ha clasificado información como reservada."
 Nombre del campo;Descripcion del campo
 Tema;Tema o asunto al que se refiere la informacion reservada.
 Número de resolución;Numero que identifica a la informacion clasificada como reservada
 Fecha de la clasificación de la información reservada;Fecha en la que se realiza la clasificacion de la informacion como reservada.
 Período de vigencia de la clasificación de la reserva;Periodo de tiempo durante el cual la informacion se mantiene clasificada como reservada.
 Enlace para descargar la resolución de clasificación de información reservada;NO APLICA
 ;
