Fecha;Descripción;Ocasión o motivo;Persona natural o jurídica;Enlace para descargar el documento mediante el cual se oficializa el regalo o donativo
31/1/2026;Actualmente estamos iniciando el proceso de baja de bienes en mal estado producto de constatación física del año 2025;Baja contable de bienes en mal estado o desuso ;Universidad Nacional de Loja ;No existe enlace de descarga
