Numeración;Puesto Institucional ;Régimen laboral al que pertenece ;Número de partida presupuestaria;Grado jerárquico o escala al que pertenece el puesto;Remuneración mensual unificada;Remuneración unificada (anual);Décimo Tercera Remuneración;Décima Cuarta Remuneración;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
315;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15685;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
316;Asistente de Laboratorio de Ensayo;1.Servicio Civil Publico (Losep);15877;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
317;Profesor Agregado 2 Tiempo Completo;3.Otros Regimenes Especiales;15325;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
318;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;12185;Profesor Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
319;Tecnico de Investigaciones Aplicadas A Polimeros;1.Servicio Civil Publico (Losep);15957;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;0;0;114.25
320;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12050;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
321;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;13270;Profesor Auxiliar;3,343.82;40125.84;278.65;39.17;0;0;317.82
322;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;15699;Personal Academico Auxiliar;2,786.55;33438.6;232.21;39.17;0;0;271.38
323;Subdecano;3.Otros Regimenes Especiales;115;Autoridad Universitaria;3,996.04;47952.48;333;39.17;0;0;372.17
324;Analista de Enfermeria;1.Servicio Civil Publico (Losep);16016;Servidor Publico 6 De La Salud;1,412.00;16944;117.67;39.17;0;0;156.84
325;Responsable Administrativo;1.Servicio Civil Publico (Losep);15612;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
326;Asistente de Planificacion .;1.Servicio Civil Publico (Losep);15869;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
327;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12055;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
328;Secretaria;1.Servicio Civil Publico (Losep);15540;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
329;Asistente Administrativo;1.Servicio Civil Publico (Losep);15890;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
330;Asistente de Laboratorio de Ensayo;1.Servicio Civil Publico (Losep);16052;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
331;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;13190;Profesor Auxiliar;3,343.82;40125.84;278.65;39.17;0;0;317.82
332;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;11465;Profesor Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
333;Analista de Admision y Movilidad 2;1.Servicio Civil Publico (Losep);16050;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
334;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12060;Profesor Principal;4,346.97;52163.64;362.25;39.17;0;0;401.42
335;Profesor Titular Principal de Escalafon Previo Tiempo Parcial;3.Otros Regimenes Especiales;12070;Personal Academico Principal;2,508.41;30100.92;209.03;39.17;0;0;248.2
336;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;13105;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
337;Comunicador Social 1;1.Servicio Civil Publico (Losep);15909;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
338;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12090;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
339;Oficinista;1.Servicio Civil Publico (Losep);15892;Uep Nivel Administrativo A5;733;8796;61.08;39.17;0;0;100.25
340;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;14680;Profesor Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
341;Responsable de Infraestructura;1.Servicio Civil Publico (Losep);15716;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
342;Analista de Presupuesto 2 de la Ugips;1.Servicio Civil Publico (Losep);16018;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;125.1;0;281.94
343;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11405;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
344;Auditor Interno Supervisor;1.Servicio Civil Publico (Losep);15656;Supervisor;2,308.00;27696;192.33;39.17;0;0;231.5
345;Secretaria;1.Servicio Civil Publico (Losep);15899;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
346;Responsable de Asistencia Academica;1.Servicio Civil Publico (Losep);16069;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
347;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15660;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
348;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11255;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
349;Jefe de Departamento;3.Otros Regimenes Especiales;30;Autoridad Universitaria;3,996.04;47952.48;333;39.17;0;0;372.17
350;Secretaria;1.Servicio Civil Publico (Losep);15581;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
351;Analista de Investigacion y Desarrollo En Transporte y Movilidad Sostenible;1.Servicio Civil Publico (Losep);16002;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
352;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;13310;Personal Academico Auxiliar;3,463.99;41567.88;288.67;39.17;0;0;327.84
353;Tecnico de Tecnologias de Informacion  y Comunicaciones;1.Servicio Civil Publico (Losep);15520;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;0;0;114.25
354;Director de Talento Humano;1.Servicio Civil Publico (Losep);6;Uep Nivel Directivo A1;3,996.04;47952.48;333;39.17;0;0;372.17
355;Especialista de Patrocinio Judicial y Extrajudicial;1.Servicio Civil Publico (Losep);16044;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
356;Especialista En Tratamientos de Equipos Especiales;1.Servicio Civil Publico (Losep);15630;Uep Nivel Profesional A3;1,144.14;13729.68;95.35;39.17;0;0;134.52
357;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;13235;Profesor Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
358;Especialista de Gestion de la Calidad y Evaluacion Interna;1.Servicio Civil Publico (Losep);15726;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
359;Guia de Museo;1.Servicio Civil Publico (Losep);15844;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
360;Secretaria;1.Servicio Civil Publico (Losep);15621;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
361;Asistente de Marketing;1.Servicio Civil Publico (Losep);15876;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
362;Oficinista;1.Servicio Civil Publico (Losep);15609;Uep Nivel Administrativo A5;733;8796;61.08;39.17;0;0;100.25
363;Especialista de Contabilidad 3;1.Servicio Civil Publico (Losep);15729;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;137.4;0;323.24
364;Lider de Procesos;1.Servicio Civil Publico (Losep);15731;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
365;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12155;Personal Academico Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
366;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;12595;Personal Academico Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
367;Asistente de Tecnologias de la Informacion y Comunicaciones;1.Servicio Civil Publico (Losep);15965;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
368;Especialista de Tecnologias de la Información y Comunicaciones 3.;1.Servicio Civil Publico (Losep);15694;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
369;Tecnico de Laboratorio de Investigacion  y Control Ambiental;1.Servicio Civil Publico (Losep);15522;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;0;0;114.25
370;Especialista de Caracterización de Materiales;1.Servicio Civil Publico (Losep);15884;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
371;Nutricionista;1.Servicio Civil Publico (Losep);15537;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
372;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15617;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
373;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;13050;Personal Academico Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
374;Analista de Produccion 1;1.Servicio Civil Publico (Losep);15680;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
375;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;12600;Profesor Agregado;3,622.48;43469.76;301.87;39.17;0;0;341.04
376;Referencista;1.Servicio Civil Publico (Losep);15559;Uep Nivel Administrativo A5;733;8796;61.08;39.17;66.92;0;167.17
377;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12195;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
378;Comunicador Social 1;1.Servicio Civil Publico (Losep);15886;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
379;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11775;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
380;Analista de Bienes E Inventarios 1;1.Servicio Civil Publico (Losep);16066;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
381;Secretaria;1.Servicio Civil Publico (Losep);15887;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
382;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;15704;Personal Academico Auxiliar;2,786.55;33438.6;232.21;39.17;0;0;271.38
383;Secretaria Ejecutiva 1;1.Servicio Civil Publico (Losep);15634;Uep Nivel Profesional Apoyo Tecnico A4;1,072.46;12869.52;89.37;39.17;0;0;128.54
384;Responsable de la Unidad de Investigacion y Desarrollo En Transporte y Movilidad Sostenible;1.Servicio Civil Publico (Losep);16003;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
385;Director de Admision y Registro;1.Servicio Civil Publico (Losep);11;Uep Nivel Directivo A1;3,996.04;47952.48;333;39.17;0;0;372.17
386;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;12015;Profesor Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
387;Instructor de Cultura Física;1.Servicio Civil Publico (Losep);15776;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
388;Analista Tecnico Del Observatorio Astronomico;1.Servicio Civil Publico (Losep);15586;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
389;Asistente de Laboratorio de Ensayo;1.Servicio Civil Publico (Losep);15641;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
390;Analista Administrativo Academico 2;1.Servicio Civil Publico (Losep);15810;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
391;Analista de Bienes E Inventarios 1;1.Servicio Civil Publico (Losep);10620;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
392;Profesor Principal 2 Tiempo Completo;3.Otros Regimenes Especiales;12225;Profesor Principal;4,829.56;57954.72;402.46;39.17;0;0;441.63
393;Profesor Agregado 2 Tiempo Parcial;3.Otros Regimenes Especiales;11305;Personal Academico Agregado;652.05;7824.6;54.34;39.17;0;0;93.51
394;Especialista de Tecnologias de la Información y Comunicaciones 3.;1.Servicio Civil Publico (Losep);15693;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
395;Secretaria;1.Servicio Civil Publico (Losep);15802;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
396;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11265;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
397;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;11200;Profesor Agregado;3,622.48;43469.76;301.87;39.17;0;0;341.04
398;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;10145;Personal Academico Principal;4,391.20;52694.4;365.93;39.17;0;0;405.1
399;Profesor Agregado 2 Tiempo Completo;3.Otros Regimenes Especiales;11600;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
400;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12255;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
401;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;12380;Profesor Auxiliar;3,343.82;40125.84;278.65;39.17;0;0;317.82
402;Especialista de Tecnologias de la Información y Comunicaciones 1.;1.Servicio Civil Publico (Losep);15804;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
403;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;10030;Profesor Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
404;Jefe de Departamento;3.Otros Regimenes Especiales;25;Autoridad Universitaria;3,996.04;47952.48;333;39.17;0;0;372.17
405;Analista de Redes de Monitoreo Geofisico 3;1.Servicio Civil Publico (Losep);15882;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
406;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;15698;Personal Academico Auxiliar;2,786.55;33438.6;232.21;39.17;0;84.84;356.22
407;Secretaria;1.Servicio Civil Publico (Losep);15583;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
408;Secretaria;1.Servicio Civil Publico (Losep);15550;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
409;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);16029;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
410;Responsable de Relaciones Institucionales;1.Servicio Civil Publico (Losep);15580;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
411;Asistente de Tecnologias de la Informacion y Comunicaciones;1.Servicio Civil Publico (Losep);15976;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
412;Especialista de Tecnologias de la Información y Comunicaciones 1.;1.Servicio Civil Publico (Losep);15832;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
413;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12325;Personal Academico Principal;4,015.65;48187.8;334.64;39.17;0;0;373.81
414;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12330;Personal Academico Principal;4,346.97;52163.64;362.25;39.17;0;0;401.42
415;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11910;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
416;Secretaria;1.Servicio Civil Publico (Losep);15593;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
417;Responsable de Talento Humano;1.Servicio Civil Publico (Losep);10005;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;126.26;0;312.1
418;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12340;Personal Academico Principal;4,528.09;54337.08;377.34;39.17;0;0;416.51
419;Especialista de Bienes E Inventarios de la Ugips;1.Servicio Civil Publico (Losep);16048;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;220.62;0;399.46
420;Analista Tecnico Del Observatorio Astronomico;1.Servicio Civil Publico (Losep);15585;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
421;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);16030;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
422;Instructor de Cultura Física;1.Servicio Civil Publico (Losep);15761;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
423;Secretaria;1.Servicio Civil Publico (Losep);15534;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
424;Recepcionista Especializado;1.Servicio Civil Publico (Losep);15799;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
425;Asistente de Laboratorio de Ensayo;1.Servicio Civil Publico (Losep);15932;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
426;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;14702;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
427;Analista de Servicios y Soporte Al Usuario 1;1.Servicio Civil Publico (Losep);16077;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
428;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);16031;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
429;Bibliotecario 1;1.Servicio Civil Publico (Losep);15668;Uep Nivel Profesional A3;1,195.21;14342.52;99.6;39.17;0;0;138.77
430;Tecnico En Metalmecanica;1.Servicio Civil Publico (Losep);15927;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;0;0;114.25
431;Asistente de Nomina;1.Servicio Civil Publico (Losep);15995;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
432;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12375;Profesor Principal;4,074.27;48891.24;339.52;39.17;0;0;378.69
433;Especialista En Tratamientos de Equipos Especiales;1.Servicio Civil Publico (Losep);10435;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
434;Ornitologo;1.Servicio Civil Publico (Losep);15677;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
435;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12385;Profesor Principal;2,957.93;35495.16;246.49;39.17;0;0;285.66
436;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12390;Personal Academico Principal;4,528.09;54337.08;377.34;39.17;0;0;416.51
437;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15682;Uep Nivel Profesional Apoyo Tecnico A4;817;9804;68.08;39.17;0;0;107.25
438;Asistente de Laboratorio de Ensayo;1.Servicio Civil Publico (Losep);15879;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
439;Asistente de Tecnologias de la Informacion y Comunicaciones;1.Servicio Civil Publico (Losep);15964;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
440;Profesor Titular Principal de Escalafon Previo Tiempo Parcial;3.Otros Regimenes Especiales;12400;Personal Academico Principal;1,836.32;22035.84;153.03;39.17;0;0;192.2
441;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;12130;Profesor Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
442;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15933;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
443;Secretaria Ejecutiva 2;1.Servicio Civil Publico (Losep);15771;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
444;Analista Administrativo Academico 2;1.Servicio Civil Publico (Losep);15557;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
445;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;13150;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
446;Responsable de Marketing;1.Servicio Civil Publico (Losep);15725;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
447;Especialista de Contabilidad;1.Servicio Civil Publico (Losep);15996;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
448;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12410;Personal Academico Principal;3,078.28;36939.36;256.52;39.17;0;0;295.69
449;Analista de Laboratorio de Ensayos 1;1.Servicio Civil Publico (Losep);15625;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
450;Especialista de Tesoreria 1;1.Servicio Civil Publico (Losep);15834;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
451;Bibliotecario 1;1.Servicio Civil Publico (Losep);15659;Uep Nivel Profesional A3;1,300.07;15600.84;108.34;39.17;0;0;147.51
452;Asistente Academico;1.Servicio Civil Publico (Losep);15667;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
453;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;13120;Personal Academico Auxiliar;3,343.82;40125.84;278.65;39.17;0;0;317.82
454;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;15670;Personal Academico Agregado;3,463.99;41567.88;288.67;39.17;0;0;327.84
455;Secretaria;1.Servicio Civil Publico (Losep);15602;Uep Nivel Administrativo A5;838.46;10061.52;69.87;39.17;0;0;109.04
456;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12435;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
457;Oficinista;1.Servicio Civil Publico (Losep);430;Uep Nivel Administrativo A5;733;8796;61.08;39.17;0;0;100.25
458;Responsable de Desarrollo Docente;1.Servicio Civil Publico (Losep);16070;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
459;Especialista de Tecnologias de la Información y Comunicaciones 1.;1.Servicio Civil Publico (Losep);15813;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
460;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12460;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
461;Profesor Principal 1 Tiempo Parcial;3.Otros Regimenes Especiales;14700;Personal Academico Principal;2,236.68;26840.16;186.39;39.17;0;0;225.56
462;Administrador 2;1.Servicio Civil Publico (Losep);15919;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
463;Oficinista;1.Servicio Civil Publico (Losep);15568;Uep Nivel Administrativo A5;733;8796;61.08;39.17;0;0;100.25
464;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;12605;Profesor Auxiliar;3,463.99;41567.88;288.67;39.17;0;0;327.84
465;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);16032;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
466;Especialista de Presupuesto 2;1.Servicio Civil Publico (Losep);15786;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
467;Gestor de Apoyo Pedagógico;1.Servicio Civil Publico (Losep);15721;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
468;Especialista de Contabilidad 1;1.Servicio Civil Publico (Losep);155;Servidor Publico 6;1,412.00;16944;117.67;39.17;0;0;156.84
469;Responsable Administrativo Financiero de la Ugips;1.Servicio Civil Publico (Losep);15935;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;238.2;0;424.04
470;Especialista de Laboratorios;1.Servicio Civil Publico (Losep);15819;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
471;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12480;Personal Academico Principal;4,528.09;54337.08;377.34;39.17;0;0;416.51
472;Profesor Agregado 2 Tiempo Completo;3.Otros Regimenes Especiales;13065;Personal Academico Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
473;Analista de Servicios y Soporte Al Usuario 1;1.Servicio Civil Publico (Losep);15949;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
474;Director de Innovacion y Vinculacion;1.Servicio Civil Publico (Losep);9;Uep Nivel Directivo A1;3,996.04;47952.48;333;39.17;0;0;372.17
475;Analista de Investigacion 2;1.Servicio Civil Publico (Losep);16042;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
476;Analista de Diseño de Recursos Virtuales;1.Servicio Civil Publico (Losep);15824;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
477;Director de Planificacion;1.Servicio Civil Publico (Losep);3;Uep Nivel Directivo A1;3,996.04;47952.48;333;39.17;0;0;372.17
478;Asistente Administrativa;1.Servicio Civil Publico (Losep);15888;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
479;Especialista de Laboratorio de Metalmecanica;1.Servicio Civil Publico (Losep);15787;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
480;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15972;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
481;Secretaria;1.Servicio Civil Publico (Losep);15530;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
482;Responsable de Presupuesto;1.Servicio Civil Publico (Losep);15508;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
483;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;11215;Personal Academico Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
484;Instructor de Cultura Física;1.Servicio Civil Publico (Losep);15759;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
485;Especialista de Tecnologias de la Información y Comunicaciones 2.;1.Servicio Civil Publico (Losep);15778;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
486;Especialista de Laboratorio de Absorcion Atómica;1.Servicio Civil Publico (Losep);15744;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
487;Especialista de Laboratorio de Ensayos 1;1.Servicio Civil Publico (Losep);15918;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
488;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11705;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
489;Responsable Administrativo;1.Servicio Civil Publico (Losep);15631;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
490;Especialista de Presupuesto 2;1.Servicio Civil Publico (Losep);15524;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
491;Asistente de Astronomia;1.Servicio Civil Publico (Losep);15841;Uep Nivel Profesional A3;986;11832;82.17;39.17;0;0;121.34
492;Profesor Agregado 2 Tiempo Completo;3.Otros Regimenes Especiales;11820;Personal Academico Agregado;3,744.70;44936.4;312.06;39.17;0;0;351.23
493;Secretaria Ejecutiva 2;1.Servicio Civil Publico (Losep);15565;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
494;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;10200;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
