Numeración;Puesto Institucional ;Régimen laboral al que pertenece ;Número de partida presupuestaria;Grado jerárquico o escala al que pertenece el puesto;Remuneración mensual unificada;Remuneración unificada (anual);Décimo Tercera Remuneración;Décima Cuarta Remuneración;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
641;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;12950;Profesor Principal;4,346.97;52163.64;362.25;39.17;0;0;401.42
642;Secretaria;1.Servicio Civil Publico (Losep);15582;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
643;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;12955;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
644;Gerente/Director/Auditor Interno;1.Servicio Civil Publico (Losep);7;Uep Nivel Directivo A1;2,597.00;31164;216.42;39.17;0;0;255.59
645;Documentalista 2;1.Servicio Civil Publico (Losep);15811;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
646;Tecnico Geofisico;1.Servicio Civil Publico (Losep);15791;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;0;0;114.25
647;Vicerrector de Investigacion Innovacion y Vinculacion;3.Otros Regimenes Especiales;210;Autoridad Universitaria;4,640.11;55681.32;386.68;39.17;0;0;425.85
648;Responsable de Linguistica;1.Servicio Civil Publico (Losep);15724;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
649;Jefe de Departamento;3.Otros Regimenes Especiales;195;Autoridad Universitaria;3,996.04;47952.48;333;39.17;0;0;372.17
650;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;15673;Personal Academico Agregado;3,463.99;41567.88;288.67;39.17;0;0;327.84
651;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15626;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
652;Asistente de Laboratorios;1.Servicio Civil Publico (Losep);15955;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
653;Analista Administrativo Academico 2;1.Servicio Civil Publico (Losep);15615;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
654;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;13000;Personal Academico Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
655;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;12855;Personal Academico Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
656;Profesor Agregado 2 Tiempo Completo;3.Otros Regimenes Especiales;11970;Personal Academico Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
657;Asistente de Talento Humano;1.Servicio Civil Publico (Losep);15859;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
658;Asistente de Planificacion Institucional;1.Servicio Civil Publico (Losep);15891;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
659;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;13480;Personal Academico Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
660;Analista de Investigacion 1;1.Servicio Civil Publico (Losep);16080;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
661;Tesorero de la Ugips;1.Servicio Civil Publico (Losep);16012;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;204.64;0;383.48
662;Especialista de Tesoreria 1;1.Servicio Civil Publico (Losep);15816;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
663;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;13010;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
664;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;11270;Profesor Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
665;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;13340;Profesor Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
666;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;13015;Profesor Principal;4,346.97;52163.64;362.25;39.17;0;0;401.42
667;Profesional;1.Servicio Civil Publico (Losep);14090;Profesional;923.82;11085.84;76.99;39.17;0;0;116.16
668;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;13060;Profesor Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
669;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;12520;Personal Academico Agregado;3,193.90;38326.8;266.16;39.17;0;0;305.33
670;Asistente de Tecnologias de la Informacion y Comunicaciones;1.Servicio Civil Publico (Losep);15925;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
671;Jefe de Departamento;3.Otros Regimenes Especiales;225;Autoridad Universitaria;3,996.04;47952.48;333;39.17;0;0;372.17
672;Asistente de Tecnologias de la Informacion y Comunicaciones;1.Servicio Civil Publico (Losep);15951;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
673;Analista de Seguimiento y Evaluacion 2;1.Servicio Civil Publico (Losep);16017;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
674;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;13055;Personal Academico Principal;4,528.09;54337.08;377.34;39.17;0;0;416.51
675;Analista de Astronomia 2;1.Servicio Civil Publico (Losep);15563;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;58.8;0;215.64
676;Secretaria Ejecutiva 2;1.Servicio Civil Publico (Losep);15512;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
677;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;12350;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
678;Especialista de Tecnologias de la Información y Comunicaciones 1.;1.Servicio Civil Publico (Losep);15577;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
679;Tecnico En Metalmecanica;1.Servicio Civil Publico (Losep);15905;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;0;0;114.25
680;Especialista de Contabilidad 1;1.Servicio Civil Publico (Losep);15647;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
681;Analista de Redes de Monitoreo Geofisico 2;1.Servicio Civil Publico (Losep);15779;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
682;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;10085;Personal Academico Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
683;Analista de Nomina 1;1.Servicio Civil Publico (Losep);15875;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;161.38;0;301.55
684;Asistente de Secretaria General;1.Servicio Civil Publico (Losep);15623;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
685;Secretaria;1.Servicio Civil Publico (Losep);15549;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
686;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;13080;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
687;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;12705;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
688;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;12750;Personal Academico Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
689;Analista de Laboratorios de Investigacion y Control Ambiental 2;1.Servicio Civil Publico (Losep);16039;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
690;Contador de la Ugips;1.Servicio Civil Publico (Losep);16060;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;127.78;0;306.62
691;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;15572;Personal Academico Auxiliar;2,786.55;33438.6;232.21;39.17;0;0;271.38
692;Director Administrativo;1.Servicio Civil Publico (Losep);2;Uep Nivel Directivo A1;3,996.04;47952.48;333;39.17;0;0;372.17
693;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11260;Profesor Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
694;Asistente Administrativo de la Coordinacion de Lingüística;1.Servicio Civil Publico (Losep);15514;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
695;Entomólogo;1.Servicio Civil Publico (Losep);15702;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
696;Responsable de Laboratorio de Ensayos;1.Servicio Civil Publico (Losep);15740;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
697;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;13110;Personal Academico Principal;4,050.70;48608.4;337.56;39.17;0;0;376.73
698;Trabajador Social;1.Servicio Civil Publico (Losep);15837;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
699;Analista de Relaciones Institucionales 2;1.Servicio Civil Publico (Losep);10475;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
700;Responsable de Infraestructura;1.Servicio Civil Publico (Losep);16065;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
701;Especialista de Tecnologias de la Información y Comunicaciones 3.;1.Servicio Civil Publico (Losep);15703;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
702;Referencista;1.Servicio Civil Publico (Losep);15594;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;78.15;0;192.4
703;Profesor Agregado 2 Tiempo Completo;3.Otros Regimenes Especiales;11295;Personal Academico Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
704;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11900;Personal Academico Agregado;4,025.42;48305.04;335.45;39.17;0;0;374.62
705;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;11940;Personal Academico Agregado;3,193.90;38326.8;266.16;39.17;0;0;305.33
706;Analista de Laboratorios de Investigacion y Control Ambiental 2;1.Servicio Civil Publico (Losep);15944;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
707;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;13125;Profesor Principal;4,528.09;54337.08;377.34;39.17;0;0;416.51
708;Asistente de Tecnologias de la Informacion y Comunicaciones.;1.Servicio Civil Publico (Losep);15555;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
709;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;13140;Personal Academico Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
710;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;15734;Personal Academico Agregado;3,463.99;41567.88;288.67;39.17;0;0;327.84
711;Profesor Agregado 2 Tiempo Completo;3.Otros Regimenes Especiales;11855;Personal Academico Agregado;4,025.42;48305.04;335.45;39.17;0;0;374.62
712;Geofisico 2;1.Servicio Civil Publico (Losep);15751;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
713;Analista de Evaluacion y Aseguramiento de la Conformidad;1.Servicio Civil Publico (Losep);15997;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
714;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;11565;Profesor Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
715;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;15205;Profesor Agregado;3,622.48;43469.76;301.87;39.17;0;0;341.04
716;Secretaria;1.Servicio Civil Publico (Losep);15528;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
717;Subdecano;3.Otros Regimenes Especiales;85;Autoridad Universitaria;3,996.04;47952.48;333;39.17;0;0;372.17
718;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;12660;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
719;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;12870;Personal Academico Agregado;3,744.70;44936.4;312.06;39.17;0;0;351.23
720;Recepcionista Especializado;1.Servicio Civil Publico (Losep);15543;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
721;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;14675;Personal Academico Agregado;3,193.90;38326.8;266.16;39.17;0;0;305.33
722;Profesor Auxiliar 1 Tiempo Parcial;3.Otros Regimenes Especiales;12890;Personal Academico Auxiliar;1,249.92;14999.04;104.16;39.17;0;0;143.33
723;Profesor Agregado Escalafon Previo Tiempo Parcial;3.Otros Regimenes Especiales;13185;Personal Academico Agregado;901.92;10823.04;75.16;39.17;0;0;114.33
724;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;15719;Personal Academico Agregado;3,463.99;41567.88;288.67;39.17;0;0;327.84
725;Asistente Academico;1.Servicio Civil Publico (Losep);15749;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
726;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;15220;Personal Academico Agregado;3,463.99;41567.88;288.67;39.17;0;0;327.84
727;Secretaria Ejecutiva 1;1.Servicio Civil Publico (Losep);15523;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;0;0;114.25
728;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;10300;Profesor Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
729;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;15672;Personal Academico Agregado;3,463.99;41567.88;288.67;39.17;0;0;327.84
730;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;12470;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
731;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11750;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
732;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;13205;Profesor Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
733;Analista de Investigacion 2;1.Servicio Civil Publico (Losep);16010;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
734;Especialista de Secretaria General;1.Servicio Civil Publico (Losep);16079;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
735;Comunicador Social 2;1.Servicio Civil Publico (Losep);15829;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
736;Responsable de Asesoria Juridica;1.Servicio Civil Publico (Losep);14385;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
737;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15993;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
738;Gestor Administrativo de Docencia;1.Servicio Civil Publico (Losep);15742;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
739;Medico Ocupacional;1.Servicio Civil Publico (Losep);15853;Servidor Publico 7 De La Salud;1,676.00;20112;139.67;39.17;0;0;178.84
740;Responsable de Laboratorio de Ensayos;1.Servicio Civil Publico (Losep);15705;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
741;Especialista Del Centro de Investigacion de la Vivienda;1.Servicio Civil Publico (Losep);16056;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
742;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;12295;Profesor Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
743;Profesor Principal 2 Tiempo Completo;3.Otros Regimenes Especiales;13245;Personal Academico Principal;4,829.56;57954.72;402.46;39.17;0;0;441.63
744;Diseñador Grafico;1.Servicio Civil Publico (Losep);15860;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
745;Referencista;1.Servicio Civil Publico (Losep);15945;Uep Nivel Profesional Apoyo Tecnico A4;901;10812;75.08;39.17;0;0;114.25
746;Especialista En Tratamientos de Equipos Especiales;1.Servicio Civil Publico (Losep);15805;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
747;Especialista de Seguridad y Salud Ocupacional;1.Servicio Civil Publico (Losep);15553;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
748;Analista de Desarrollo de Soluciones Informaticas 2;1.Servicio Civil Publico (Losep);14520;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
749;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11735;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
750;Responsable de Nómina;1.Servicio Civil Publico (Losep);15755;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;197.59;0;383.43
751;Especialista de Tecnologias de la Información y Comunicaciones 2.;1.Servicio Civil Publico (Losep);15758;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
752;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;12815;Personal Academico Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
753;Profesor Titular Principal de Escalafon Previo Tiempo Parcial;3.Otros Regimenes Especiales;13255;Personal Academico Principal;1,222.98;14675.76;101.92;39.17;0;0;141.09
754;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;12425;Profesor Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
755;Especialista de Tecnologias de la Información y Comunicaciones 3.;1.Servicio Civil Publico (Losep);15748;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
756;Asistente Administrativo;1.Servicio Civil Publico (Losep);15510;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
757;Secretaria Ejecutiva;1.Servicio Civil Publico (Losep);15978;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
758;Asistente Cultural;1.Servicio Civil Publico (Losep);15885;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
759;Asistente Administrativo;1.Servicio Civil Publico (Losep);15822;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
760;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;12000;Profesor Auxiliar;3,125.27;37503.24;260.44;39.17;0;0;299.61
761;Arquitecto;1.Servicio Civil Publico (Losep);15646;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
762;Administrador 2;1.Servicio Civil Publico (Losep);15712;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
763;Analista de Investigacion 1;1.Servicio Civil Publico (Losep);16082;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
764;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;13290;Personal Academico Principal;4,125.90;49510.8;343.83;39.17;0;0;383
765;Secretaria;1.Servicio Civil Publico (Losep);15533;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
766;Oficinista;1.Servicio Civil Publico (Losep);15527;Uep Nivel Administrativo A5;733;8796;61.08;39.17;0;0;100.25
767;Profesor Principal Tiempo Completo;3.Otros Regimenes Especiales;13305;Personal Academico Principal;4,121.39;49456.68;343.45;39.17;0;0;382.62
768;Asistente Geofisico;1.Servicio Civil Publico (Losep);15868;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
769;Analista de Redes de Monitoreo Geofisico 1;1.Servicio Civil Publico (Losep);15814;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
770;Analista de Evaluacion y Aseguramiento de la Conformidad;1.Servicio Civil Publico (Losep);15998;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
771;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;11450;Profesor Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
772;Asistente de Tecnologias de la Informacion y Comunicaciones.;1.Servicio Civil Publico (Losep);15768;Uep Nivel Profesional Apoyo Tecnico A4;986;11832;82.17;39.17;0;0;121.34
773;Responsable de Gestion de la Calidad y Evaluacion Interna;1.Servicio Civil Publico (Losep);15573;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
774;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;14880;Profesor Agregado;4,346.97;52163.64;362.25;39.17;0;0;401.42
775;Profesor Auxiliar 2 Tiempo Completo;3.Otros Regimenes Especiales;11290;Personal Academico Auxiliar;3,463.99;41567.88;288.67;39.17;0;0;327.84
776;Especialista de Gestion de la Calidad y Evaluacion Interna;1.Servicio Civil Publico (Losep);15711;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
777;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;12730;Personal Academico Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
778;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;13320;Personal Academico Principal;3,956.48;47477.76;329.71;39.17;0;0;368.88
779;Especialista de Orientacion Vocacional y Profesional;1.Servicio Civil Publico (Losep);16076;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
780;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;12445;Profesor Agregado;4,528.09;54337.08;377.34;39.17;0;0;416.51
781;Responsable de Tecnologias de la Informacion y Comunicacion Cec;1.Servicio Civil Publico (Losep);15974;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
782;Profesor Agregado 3 Tiempo Completo;3.Otros Regimenes Especiales;12045;Profesor Agregado;4,025.42;48305.04;335.45;39.17;0;0;374.62
783;Especialista de Presupuesto 2;1.Servicio Civil Publico (Losep);16084;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
784;Analista Administrativo Academico 1;1.Servicio Civil Publico (Losep);15843;Uep Nivel Profesional A3;1,212.00;14544;101;39.17;0;0;140.17
785;Secretaria;1.Servicio Civil Publico (Losep);15542;Uep Nivel Administrativo A5;817;9804;68.08;39.17;0;0;107.25
786;Profesor Principal 1 Tiempo Completo;3.Otros Regimenes Especiales;13335;Profesor Principal;4,709.22;56510.64;392.44;39.17;0;0;431.61
787;Profesor Titular Principal de Escalafon Previo Tiempo Completo;3.Otros Regimenes Especiales;13350;Personal Academico Principal;4,528.09;54337.08;377.34;39.17;0;0;416.51
788;Profesor Agregado 1 Tiempo Completo;3.Otros Regimenes Especiales;12135;Personal Academico Agregado;3,193.90;38326.8;266.16;39.17;0;0;305.33
789;Miembro Profesor Principal de la Comision de Evaluacion Interna;3.Otros Regimenes Especiales;4;Autoridades Academicas Nivel 1;3,996.04;47952.48;333;39.17;0;0;372.17
790;Diseñador Grafico;1.Servicio Civil Publico (Losep);16025;Uep Nivel Profesional A3;1,412.00;16944;117.67;39.17;0;0;156.84
791;Especialista de Tesoreria;1.Servicio Civil Publico (Losep);15657;Uep Nivel Profesional A3;1,676.00;20112;139.67;39.17;0;0;178.84
792;Decano/A O Personal de Similar Jerarquia;3.Otros Regimenes Especiales;65;Autoridad Universitaria;4,306.13;51673.56;358.84;39.17;0;0;398.01
793;Bibliotecario 1;1.Servicio Civil Publico (Losep);15661;Uep Nivel Profesional A3;1,262.02;15144.24;105.17;39.17;0;0;144.34
794;Responsable de Laboratorio de Ensayos;1.Servicio Civil Publico (Losep);15722;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
795;Profesor Auxiliar 1 Tiempo Completo;3.Otros Regimenes Especiales;11375;Profesor Auxiliar;2,786.52;33438.24;232.21;39.17;0;0;271.38
796;Responsable de Laboratorio de Ensayos;1.Servicio Civil Publico (Losep);15720;Uep Nivel Profesional A3;1,760.00;21120;146.67;39.17;0;0;185.84
797;Tecnico/A Docente Tiempo Completo;3.Otros Regimenes Especiales;8072;Personal De Apoyo (Universidades);986;11832;82.17;39.17;0;0;121.34
798;Tecnico/A Docente Tiempo Completo;3.Otros Regimenes Especiales;8088;Personal De Apoyo (Universidades);986;11832;82.17;39.17;0;0;121.34
799;Tecnico/A de Investigacion Tiempo Completo;3.Otros Regimenes Especiales;8061;Personal De Apoyo (Universidades);901;10812;75.08;39.17;0;0;114.25
800;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;8021;Profesor Universitario;2,552.68;30632.16;212.72;39.17;0;0;251.89
801;Profesor/A Ocasional Tiempo Parcial;3.Otros Regimenes Especiales;7989;Profesor Universitario;1,212.52;14550.24;101.04;39.17;0;0;140.21
802;Tecnico/A de Laboratorio Tiempo Completo;3.Otros Regimenes Especiales;7923;Profesor Universitario;901;10812;75.08;39.17;0;0;114.25
803;Profesor/A Ocasional Tiempo Parcial;3.Otros Regimenes Especiales;7886;Profesor Universitario;1,437.25;17247;119.77;39.17;0;0;158.94
804;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;7926;Profesor Universitario;2,552.68;30632.16;212.72;39.17;0;0;251.89
805;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;7880;Profesor Universitario;2,552.68;30632.16;212.72;39.17;0;0;251.89
806;Tecnico/A de Investigacion Tiempo Completo;3.Otros Regimenes Especiales;8121;Personal De Apoyo (Universidades);901;10812;75.08;39.17;0;0;114.25
807;Profesor/A Ocasional Tiempo Parcial;3.Otros Regimenes Especiales;7889;Profesor Universitario;1,212.52;14550.24;101.04;39.17;0;0;140.21
808;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;8026;Profesor Universitario;3,193.90;38326.8;266.16;39.17;0;0;305.33
809;Tecnico Docente;3.Otros Regimenes Especiales;8151;Personal De Apoyo (Universidades);986;11832;82.17;39.17;0;0;121.34
810;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;7927;Profesor Universitario;2,552.68;30632.16;212.72;39.17;0;0;251.89
811;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;7978;Profesor Universitario;2,552.68;30632.16;212.72;39.17;0;0;251.89
812;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;7899;Profesor Universitario;2,552.68;30632.16;212.72;39.17;0;0;251.89
813;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;7946;Profesor Universitario;3,193.90;38326.8;266.16;39.17;0;0;305.33
814;Tecnico/A de Investigacion 1 Tiempo Completo;3.Otros Regimenes Especiales;8160;Personal De Apoyo (Universidades);901;10812;75.08;39.17;0;0;114.25
815;Profesor/A Ocasional Tiempo Completo;3.Otros Regimenes Especiales;8025;Profesor Universitario;2,552.68;30632.16;212.72;39.17;0;0;251.89
816;Profesor/A Ocasional Tiempo Parcial;3.Otros Regimenes Especiales;7954;Profesor Universitario;1,212.52;14550.24;101.04;39.17;0;0;140.21
817;Profesor/A Ocasional Tiempo Parcial;3.Otros Regimenes Especiales;7904;Profesor Universitario;1,212.52;14550.24;101.04;39.17;0;0;140.21
818;Profesor/A Ocasional Tiempo Parcial;3.Otros Regimenes Especiales;7995;Profesor Universitario;1,212.52;14550.24;101.04;39.17;0;0;140.21
