Numeración;Puesto Institucional ;Régimen laboral al que pertenece ;Número de partida presupuestaria;Grado jerárquico o escala al que pertenece el puesto;Remuneración mensual unificada;Remuneración unificada (anual);Décimo Tercera Remuneración;Décima Cuarta Remuneración;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
527;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1860;PERSONAL ACADEMICO PRINCIPAL;4,096.33;4,096.33;341.36;40.17;0.00;0.00;4,477.86
528;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1865;PERSONAL ACADEMICO PRINCIPAL;2,590.23;2,590.23;215.85;40.17;0.00;0.00;2,846.25
529;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1890;PERSONAL ACADEMICO PRINCIPAL;4,025.42;4,025.42;335.45;40.17;0.00;0.00;4,401.04
530;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1895;PERSONAL ACADEMICO PRINCIPAL;3,210.20;3,210.20;267.52;40.17;0.00;0.00;3,517.89
531;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;26960;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
532;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27054;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
533;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27088;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
534;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27060;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
535;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27089;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
536;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27082;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
537;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27090;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
538;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27091;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
539;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27083;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
540;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27084;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
541;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27085;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
542;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27092;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
543;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27086;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
544;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27093;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
545;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27087;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
546;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27094;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
547;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27095;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
548;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;26957;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
549;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;26958;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
550;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;26959;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
551;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27096;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
552;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27061;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
553;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;26992;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
554;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27062;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
555;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27063;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
556;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27097;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
557;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27098;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
558;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27099;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
559;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27064;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
560;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27100;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
561;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27101;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
562;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27065;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
563;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27066;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
564;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27067;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
565;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27068;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
566;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27069;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
567;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27053;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
568;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27070;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
569;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27055;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
570;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27071;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
571;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27072;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
572;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27102;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
573;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;26993;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
574;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27077;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
575;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27078;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
576;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27079;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
577;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27103;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
578;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27080;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
579;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27104;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
580;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27081;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
581;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;27105;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
582;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;26991;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
583;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27049;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
584;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26955;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
585;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26956;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
586;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27115;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
587;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26978;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
588;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26989;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
589;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26926;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
590;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26928;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
591;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27027;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
592;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27024;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
593;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27025;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
594;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27026;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
595;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26983;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
596;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27044;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
597;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27059;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
598;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26998;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
599;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26985;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
600;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27000;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
601;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27017;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
602;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27028;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
603;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26986;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
604;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26981;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
605;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26984;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
606;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26997;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
607;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27006;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
608;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26930;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
609;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27007;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
610;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27019;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
611;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27023;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
612;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26929;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
613;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27030;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
614;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27033;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
615;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27073;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
616;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27056;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
617;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27058;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
618;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;26996;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
619;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27012;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
620;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27021;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
621;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27036;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
622;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27037;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
623;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27014;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
624;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27029;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
625;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27039;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
626;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;27041;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
627;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26966;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
628;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26954;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
629;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26948;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
630;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26967;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
631;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26988;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
632;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26949;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
633;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27113;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
634;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26938;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
635;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26950;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
636;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26939;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
637;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27010;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
638;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27107;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
639;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26946;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
640;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27001;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
641;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26962;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
642;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26943;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
643;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27008;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
644;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27009;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
645;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27013;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
646;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27108;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
647;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27109;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
648;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26925;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
649;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27047;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
650;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27048;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
651;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27106;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
652;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26944;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
653;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26970;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
654;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26933;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
655;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26934;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
656;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26999;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
657;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26971;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
658;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27003;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
659;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27004;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
660;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27020;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
661;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27110;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
662;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27031;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
663;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;26940;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
664;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;27046;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;1,212.00;101.00;40.17;0.00;0.00;1,353.17
