Fecha;Descripción;Ocasión o motivo;Persona natural o jurídica;Enlace para descargar el documento mediante el cual se oficializa el regalo o donativo
;Una vez que se ha revisado la descripción de los ingresos de bienes, así como el tipo de ingreso y a la información emitida por los Guardalmacenes se pudo visualizar que no se ha recibido donaciones externas correspondiente al mes de febrero ;;;
