Tipo de Contrato;Objeto;Fecha de suscripción o renovación;Nombre Deudor;Nombre Acreedor;Nombre Ejecutor;Tasa de Interés (%);Plazo;Fondos con los que se cancelará la obligación crediticia;Enlace para descargar el contrato de crédito externo o interno;Monto del préstamo o contrato;Desembolsos efectuados;Desembolsos por efectuar
Crédito externo;"""FORTALECIMIENTO INSTITUCIONAL DE LA UNIVERSIDAD NACIONAL DE LOJA-RACIONALIZACIÓN DE PERSONAL DE LA UNIVERSIDAD NACIONAL DE LOJA, DEL CANTÓN LOJA, PROVINCIA DE LOJA.""";1/7/2020;UNIVERSIDAD NACIONAL DE LOJA;BANCO DE DESARROLLO DEL ECUADOR B.P.;UNIVERSIDAD NACIONAL DE LOJA;7,49;84 meses;Recursos Fiscales, Preasignados y de Autogestión;https://drive.google.com/file/d/1VAmLdEvVe2c40uwUACQYZoIz_qF6CxZ0/view?usp=drive_link;1948174.8;1948174.8;0
;;;;;;;;;|
