Denominacion de la organizacion sindical;Fecha de suscripcion del contrato;Enlace para descargar el contrato colectivo original;Fecha de la ultima reforma o revision;Enlace para descargar todas las reformas completas del contrato colectivo
Comite Central Unico de los Trabajadores de la Escuela Politécnica Nacional;2016-03-17;https://atenea.epn.edu.ec/bitstream/25000/1748/5/contrato%20colectivo%202016%20%28primer%20contrato%29.pdf;2024-10-21;https://atenea.epn.edu.ec/bitstream/25000/1748/4/contrato_colectivo_octubre_2024.pdf
