Denominación de la organización sindical;Fecha de suscripción del contrato;Enlace para descargar el contrato colectivo original;Fecha de la última reforma o revisión;Enlace para descargar todas las reformas completas del contrato colectivo
Comité Central Único de los Trabajadores de la Universidad de las Fuerzas Armadas ESPE;7/3/2017;https://transparencia.espe.edu.ec/wp-content/uploads/2017/10/Contrato-Colectivo-Trabajadores.pdf;5/3/2025;https://usgn.espe.edu.ec/base-legal-normas-internas/
