Fecha;Descripcion;Ocasion o motivo;Persona natural o jurídica;Enlace para descargar el documento mediante el cual se oficializa el regalo o donativo
11/7/2025;PIZARRA ELECTRONICA;DONACION;AGREGADO EMBAJADA DE LA REPÚBLICA POPULAR CHINA EN EL ECUADOR;https://transparencia.espe.edu.ec/wp-content/uploads/2026/01/Acta_Donacion-Pantalla.pdf
