Tema;Numero de Resolucion;Fecha de la clasificacion de la informacion reservada;Periodo de vigencia de la clasificacion de la reserva;Enlace para descargar la resolucion de clasificacion de informacion reservada
No aplica;No aplica;No aplica;No aplica;https://atenea.epn.edu.ec/handle/25000/1892
