Tipo;Fecha de suscripcion;Objeto;Nombre de la organizacion, persona natural o persona juridica;Plazo de duracion;Enlace para descargar el convenio
INTERNACIONAL;20/6/2016;Cooperación académica;UNIVERSIDAD DE LA GUAJIRA;PRORROGABLE HASTA EL 2028;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;21/10/2016;Cooperación académica;CORPORACION UNIVERSITARIA MINUTO DE DIOS  UNIMINUTO;PRORROGABLE HASTA EL 2026;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;2/6/2015;Cooperación académica;KUMOH NATIONAL INSTITUTE OF TECHNOLOGY;INDEFINIDO;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;16/10/2015;Cooperación académica;UNIVERSIDAD DE MALAGA;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;17/9/2018;Cooperación académica;UNIVERSIDAD POLITECNICA DE MADRID;3 AÑOS - RENOVACIÓN TÁCITA;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;7/11/2016;Cooperación académica;UNIVERSIDAD DE CORUNA;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;12/12/2016;Cooperación académica;UNIVERSIDAD DE VALLADOLID;PRORROGABLE HASTA EL 2024;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;4/10/2017;Cooperación técnica interinstitucional;UNIVERSIDAD INTERNACIONAL DE LA RIOJA - UNIR;PRORROGABLE 2026;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;13/5/2019;Cooperación técnica interinstitucional;UNIVERSIDAD INTERNACIONAL DE LA RIOJA - UNIR;4 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;25/5/2017;Cooperación técnica interinstitucional;UNIVERSIDAD INTERNACIONAL DE LA RIOJA - UNIR;2 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;4/6/2013;Cooperación técnica interinstitucional;UNIVERSITY OF NEW MEXICO;2 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;26/11/2013;Cooperación técnica interinstitucional;UNIVERSIDAD CA´FOSCARI VENEZIA;INDEFINIDO;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;30/8/2017;Cooperación técnica interinstitucional;UNIVERSIDAD DEGLI STUDI DI SALERNO;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;2/5/2014;Cooperación técnica interinstitucional;UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;14/1/2016;Cooperación técnica interinstitucional;UNIVERSIDAD DE GDANSK;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;9/9/2016;Cooperación técnica interinstitucional;SIBERIAN FEDERAL UNIVERSITY;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;21/10/2016;Cooperación técnica interinstitucional;UNIVERSIDAD DE RUSIA DE LA AMISTAD DE LOS PUEBLOS;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;11/11/2016;Cooperación técnica interinstitucional;SIBERIAN FEDERAL UNIVERSITY;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;12/12/2018;Cooperación técnica interinstitucional;UNIVERSIDAD DE RUSIA DE LA AMISTAD DE LOS PUEBLOS;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;12/12/2018;Cooperación técnica interinstitucional;UNIVERSIDAD DE RUSIA DE LA AMISTAD DE LOS PUEBLOS;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;30/6/2015;Cooperación técnica interinstitucional;NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;14/6/2011;Cooperación técnica interinstitucional;UNIVERSIDAD DE ZULIA;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;1/11/2022;Cooperación técnica interinstitucional;UNIVERSIDAD DE INVESTIGACIÓN E INNOVACIÓN DE MÉXICO;3 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;30/9/2022;Cooperación técnica interinstitucional;UNIVERSIDAD DE CONCEPCIÓN;2 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;4/8/2022;Cooperación técnica interinstitucional;UNIVERSIDAD INTERNACIONAL DE LA RIOJA - UNIR;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;26/9/2023;Cooperación técnica interinstitucional;"ESCUELA MILITAR DE INGENIERÍA ""MCAL. ANTONIO JOSÉ DE SUCRE (BOLIVIA)";2 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;1/2/2023;Cooperación técnica interinstitucional;UNIVERSIDAD REY JUAN CARLOS;4 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;3/5/2023;Cooperación técnica interinstitucional;UNIVERSIDAD DE TWENTE;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;2/1/2023;Cooperación técnica interinstitucional;KINGS COLLEGUE LONDON;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;26/4/2023;Cooperación técnica interinstitucional;EUDE;3 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;6/1/2023;Cooperación técnica interinstitucional;CORPORACIÓN NACIONAL DE LA GESTIÓN DEL CONOCIMIENTO CORPCIGEC;2 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;29/9/2023;Cooperación técnica interinstitucional;HIAS;3 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;14/6/2023;Cooperación técnica interinstitucional;CEPEIGE;2 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;3/4/2024;Cooperación técnica interinstitucional;ORGANIZACIÓN DE ESTADOS IBEROAMERICANOS;5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;14/5/2024;Cooperación técnica interinstitucional;COLEGIO INTERAMERICANO DE DEFENSA (CID);5 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;16/4/2024;Cooperación técnica interinstitucional;CHILDREN INTERNATIONAL;3 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;20/5/2024;Convenio Específico de la movilidad estudiantil;"ESCUELA MILITAR DE INGENIERÍA ""MCAL. ANTONIO JOSÉ DE SUCRE (BOLIVIA)";2 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;30/5/2024;Cooperación técnica interinstitucional;PROCESOS INDUSTRIALES PROPINSA COSTA RICA;4 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;21/6/2024;Cooperación técnica interinstitucional;RGANIZACIÓN DE ESTADOS IBEROAMERICANOS;4 AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
NACIONAL;11/11/2024;Cooperación técnica interinstitucional;BOOKS & BITS;5AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
NACIONAL;14/11/2024;Cooperación técnica interinstitucional;MTOP;5AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
NACIONAL;15/11/2024;Cooperación técnica interinstitucional;INNOVATIVA;5AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;19/11/2024;Cooperación técnica interinstitucional;LEIRIA;5AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;23/11/2024;Cooperación técnica interinstitucional;CAMBRIDGE;5AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
INTERNACIONAL;21/11/2024;Cooperación técnica interinstitucional;SLB;5AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
NACIONAL;15/11/2024;Cooperación técnica interinstitucional;ESPOL;6 MESES;https://urci.espe.edu.ec/convenio-internacionales/
NACIONAL;20/12/2024;Cooperación técnica interinstitucional;MINEDUC;5AÑOS;https://urci.espe.edu.ec/conveniosnacionales/
INTERNACIONAL;17/12/2024;Cooperación técnica interinstitucional;METROPOLITAN COLLEGE;5AÑOS;https://urci.espe.edu.ec/convenio-internacionales/
NACIONAL;21/1/2025;Cooperación técnica interinstitucional;YACHAY;1AÑO;https://urci.espe.edu.ec/convenio-internacionales/
NACIONAL;21/1/2025;Cooperación técnica interinstitucional;INABIO;1AÑO;https://urci.espe.edu.ec/convenio-internacionales/
NACIONAL;26/2/2025;Cooperación técnica interinstitucional;IFBB;2 AÑOS;https://drive.google.com/file/d/1yduZYMSv59FPj3XfM7-M7sMkcUeQfDB6/view?usp=drive_link
INTERNACIONAL;4/2/2025;Cooperación técnica interinstitucional;SASKATCHEWAN;5AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/02/CONVENIO-ESPE-SASKATCHEWAN-FullySigned.pdf
NACIONAL;08/04/205;Establecer el marco de cooperación interinstitucional entre la Universidad de las Fuerzas Armadas y la Fundación Charles Darwin en áreas de interés mutuo, tales como investigación, prácticas preprofesionales, pasantías, voluntariados, vinculación con la sociedad y docencia que promuevan la investigación científica y acciones concretas de conservación de las islas Galápagos, según se establezca en convenios específicos.;Charles Darwin;5AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/05/CONVENIO-ESPE-CHARLES-DARWIN.pdf
NACIONAL;20/4/2025;Se conforma la presente RED NACIONAL DE SEGUIMIENTO A GRADUADOS ECUADOR (RENSEG) como una Red de conocimiento académica, de investigación y/o innovación , con una vigencia de 10 años y cuya área de conocimiento es multidisciplinar.;RENSEG;10 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/04/acta_constitutiva_de_la_renseg_2025_12abr25-signed.pdf
NACIONAL;15/4/2025;"Regular los términos de colaboración conjunta entre la Universidad de las Fuerzas Armadas-ESPE, la Empresa Pública ESPE-INOVATIVA E.P.; y, la Compañía SCHLUMBERGER DEL ECUADOR S.A., (SLB), a fin de otorgar becas a estudiantes de la región amazónica del Ecuador, y que sean estudiantes regulares en las carreras de interés para SLB.";SLB;5AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/05/CONVENIO-SLB-ESPE-INNOVATIVA.pdf
INTERNACIONAL;29/5/2025;Regular la colaboración entre la Universidad Rey Juan Carlos y la Universidad de las Fuerzas Armadas, para la realización de la actividad formativa denominada “MÓDULO INTERNACIONAL: BIM PARA OBRAS DE INFRAESTRUCTURA HÍDRICA”;REY JUAN CARLOS;3 meses;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/06/anexo_ii_-_contrato_firmado_infraestructura_hidrica_29may25-signed-2.pdf
NACIONAL;27/5/2025;Desarrollar programas y proyectos en áreas de vinculación con la sociedad;ISSFA;2 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/06/escaneo_jgguerra3_2025-06-02-15-00-32_compressed-1.pdf
NACIONAL;12/6/2025;Establecer la cooperación interinstitucional para la realización de prácticas preprofesionales y de vinculación con la colectividad de los estudiantes de la ESPE, a través de los programas ofertados por AIESEC, con el propósito de fortalecer y generar logros en el aprendizaje y las competencias de los estudiantes.;AIESEC;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/06/CONVENIO-ESPE-AIESEC.pdf
NACIONAL;22/6/2025;Establecer lazos de cooperación interinstitucional en diversas áreas a fin de desarrollar programas, proyectos académicos y técnicos en los ámbitos de investigación, innovación, vinculación con la sociedad, capacitación profesional y ejecutiva, realización de proyectos de mutuo interés, asesoramiento y consultorías, beneficiando al desarrollo integral de las organizaciones.;EMDI;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/06/CONVENIO-ESPE-EMDI.pdf
INTERNACIONAL;11/7/2025;Programas de movildiad;TOULOUSE;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/07/CONVENIO-ESPE-TOULOUSE-INP_compressed.pdf
NACIONAL;14/7/2025;Establecer lazos de cooperación interinstitucional en diversas áreas a fin de desarrollar programas, proyectos académicos y técnicos en los ámbitos de investigación, innovación, vinculación con la sociedad, capacitación profesional y ejecutiva, realización de proyectos de mutuo interés, asesoramiento y consultorías, beneficiando al desarrollo integral de las organizaciones.;CENACE;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/07/convenio_004-2025_-_espe-cenace_2_26jun25-signed-signed.pdf
NACIONAL;7/7/2025;Establecer lazos de cooperación interinstitucional en diversas áreas a fin de desarrollar programas, proyectos académicos y técnicos en los ámbitos de investigación, innovación, vinculación con la sociedad, capacitación profesional y ejecutiva, realización de proyectos de mutuo interés, asesoramiento y consultorías, beneficiando al desarrollo integral de las organizaciones.;GAD CONCORDIA;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/07/CONVENIO-ESPE-GAD-CONCORDIA.pdf
NACIONAL;15/8/2025;"permitir que el personal del Centro
de Investigación y Desarrollo de la Fuerza Aérea Ecuatoriana (Cidfae) pueda utilizar la
infraestructura y equipos asignados en el laboratorio de materiales compuestos de la
Universidad de las Fuerzas Armadas-ESPE";CIDFAE;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/09/convenio_especIfico_materiales_compuestos_fae_-_ufa_espe-1.pdf
INTERNACIONAL;28/09/025;Acreditación institucional;QS;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/10/Membresia-QS.pdf
NACIONAL;24/9/2025;Establecer lazos de cooperación interinstitucional en diversas áreas a fin de desarrollar programas, proyectos académicos y técnicos en los ámbitos de investigación, innovación, vinculación con la sociedad, capacitación profesional y ejecutiva, realización de proyectos de mutuo interés, asesoramiento y consultorías, beneficiando al desarrollo integral de las organizaciones.;ECUACIER;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/09/convenio_marco_ecuacier-espe-signed_2-signed-signed_22sep25-signed.pdf
NACIONAL;22/9/2025;Establecer lazos de cooperación interinstitucional en diversas áreas a fin de desarrollar programas, proyectos académicos y técnicos en los ámbitos de investigación, innovación, vinculación con la sociedad, capacitación profesional y ejecutiva, realización de proyectos de mutuo interés, asesoramiento y consultorías, beneficiando al desarrollo integral de las organizaciones.;GAD MEJIA;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/09/convenio_final_para_firmas-signed_22sep25-signed.pdf
NACIONAL;24/9/2025;Cooperacióninternacional con PNUD;INNOVATIVA;1 AÑO;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/10/03092025_convenio_especIfico_pnud_revisado_rev_espe_ep_22sep25-signed-1.pdf
NACIONAL;17/10/2025;Establecer lazos de cooperación interinstitucional en diversas áreas a fin de desarrollar programas, proyectos académicos y técnicos en los ámbitos de investigación, innovación, vinculación con la sociedad, capacitación profesional y ejecutiva, realización de proyectos de mutuo interés, asesoramiento y consultorías, beneficiando al desarrollo integral de las organizaciones.;ECUATRANS;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/10/CONVENIO-ESPE-ECUATRAN.pdf
NACIONAL;17/10/2025;Establecer lazos de cooperación interinstitucional en diversas áreas a fin de desarrollar programas, proyectos académicos y técnicos en los ámbitos de investigación, innovación, vinculación con la sociedad, capacitación profesional y ejecutiva, realización de proyectos de mutuo interés, asesoramiento y consultorías, beneficiando al desarrollo integral de las organizaciones.;CÁMARA DE INDUSTRIA Y PRODUCCIÓN DE SANTO DOMINGO;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/10/CONVENIO-ESPE-CAMARA-DE-LA-INDUSTRIA-STO.-DOMINGO.pdf
NACIONAL;13/10/2025;Establecer lazos de cooperación interinstitucional en diversas áreas a fin de desarrollar programas, proyectos académicos y técnicos en los ámbitos de investigación, innovación, vinculación con la sociedad, capacitación profesional y ejecutiva, realización de proyectos de mutuo interés, asesoramiento y consultorías, beneficiando al desarrollo integral de las organizaciones.;BATERIAS FABRIBAT;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/10/CONVENIO-ESPE-BATERIAS-ECUADOR-1.pdf
INTERNACIONAL;31/10/2025;Programas de movildiad;CITMAGA;5 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/11/CONVENIO-ESPE-CITMAGA.pdf
NACIONAL;1/12/2025;"Establecer la relación asistencial docente entre
el IESS y la Universidad de las Fuerzas Armadas - ESPE, para la formación de 62 estudiantes
de las carreras de ciencias de la salud";IESS;INDEFINIDO;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/12/CONVENIO-ESPECIFICO-ENTRE-EL-IESS-Y-LA-UNIVERSIDAD-DE-LAS-FUERZAS-ARMADAS-%E2%80%93-ESPE.pdf
NACIONAL;27/11/2025;eEstablecer el instrumento jurídico, en base al cual “Las Partes” realizarán actividades conjuntas para la cooperación en investigación, prácticas preprofesionales, pasantías, vinculación con la sociedad y docencia en áreas de mutuo interés;SELECT;3 AÑOS;chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://urci.espe.edu.ec/wp-content/uploads/2025/12/convenio_select_-_espe_25nov25_27nov25-signed.pdf
