No.;Número del informe;Tipo de examen;Nombre del examen;Período analizado;Area o proceso auditado;Enlace para descargar el informe específico;Información adicional sobre el informe de auditoría
1;NO APLICA;Examen Especial;A los ingresos por autogestión, generados por el servicio de residencia brindado en la Matriz,  de la UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE.;1 de enero de 2021 y el 31 de enero de 2026.;Rectorado, Vicerrectora Administrativo, Dirección Financiera, Contabilidad, Tesoreria, Servicios Universitarios y Residencia;NO APLICA;NO APLICA;NO APLICA
