Numeracion;Puesto Institucional;Regimen laboral al que pertenece;Numero de partida presupuestaria;Grado jerarquico o escala al que pertenece el puesto;Remuneracin mensual unificada;Remuneracion unificada (anual);Decimo Tercera Remuneracion;Decima Cuarta Remuneracion;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
540;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
541;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.005,33;36.063,96;3.005,33;482;0;0;3.487,33
542;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
543;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO MEDIO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.116,19;13.394,28;1.116,19;482;0;0;1.598,19
544;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.528,80;42.345,60;3.528,80;482;0;0;4.010,80
545;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.754,40;33.052,80;2.754,40;482;0;0;3.236,40
546;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.044,80;36.537,60;3.044,80;482;0;0;3.526,80
547;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.496,25;41.955,00;3.496,25;482;0;0;3.978,25
548;ANALISTA DE CONTROL DE BIENES;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
549;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
550;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.141,60;37.699,20;3.141,60;482;0;0;3.623,60
551;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.156,85;13.882,20;1.156,85;482;0;0;1.638,85
552;TECNICO DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;773;9.276,00;773;482;0;0;1.255,00
553;ASISTENTE EJECUTIVA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;6;733;8.796,00;733;482;0;0;1.215,00
554;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;776,16;9.313,92;776,16;482;0;0;1.258,16
555;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;578,42;6.941,04;578,42;482;0;0;1.060,42
556;ODONTOLOGO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.676,00;20.112,00;1.676,00;482;0;0;2.158,00
557;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.819,20;45.830,40;3.819,20;482;0;0;4.301,20
558;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
559;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.754,40;33.052,80;2.754,40;482;0;0;3.236,40
560;ANALISTA DE GESTION DE PROYECTOS DE INVESTIGACION;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
561;AUXILIAR DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
562;TECNICO DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;773;9.276,00;773;482;0;0;1.255,00
563;ANALISTA DE LABORATORIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
564;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO MEDIO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.000,00;12.000,00;1.000,00;482;0;0;1.482,00
565;ANALISTA DE CONTABILIDAD 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
566;PROFESOR AUXILIAR 2 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.277,20;15.326,40;1.277,20;482;0;0;1.759,20
567;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
568;OPERADOR DE MAQUINARIA O EQUIPO PESADO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;2;738;8.856,00;738;482;98,38;0;1.318,38
569;ANALISTA DE ASESORIA JURIDICA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
570;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.301,45;15.617,40;1.301,45;482;0;0;1.783,45
571;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
572;ANALISTA DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
573;ASISTENTE DE COMPRAS PUBLICAS;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;971,74;11.660,88;971,74;482;0;0;1.453,74
574;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;74,79;0;1.117,79
575;ANALISTA DE TESORERIA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
576;ANALISTA DE SOPORTE TECNICO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.321,74;15.860,88;1.321,74;482;0;0;1.803,74
577;ANALISTA DE VINCULACION CON LA SOCIEDAD;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
578;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.438,67;17.264,04;1.438,67;482;0;0;1.920,67
579;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.754,40;33.052,80;2.754,40;482;0;0;3.236,40
580;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;723,03;8.676,36;723,03;482;0;0;1.205,03
581;ANALISTA DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
582;ANALISTA DE COMPRAS PUBLICAS;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
583;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.948,00;35.376,00;2.948,00;482;0;0;3.430,00
584;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.128,82;37.545,84;3.128,82;482;0;0;3.610,82
585;ANALISTA DE SEGURIDAD Y SALUD OCUPACIONAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
586;ANALISTA DE CONTABILIDAD 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;199,68;0;1.893,68
587;PROFESOR AUXILIAR MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.034,88;12.418,56;1.034,88;482;0;0;1.516,88
588;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;639,41;7.672,92;639,41;482;0;0;1.121,41
589;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;900;10.800,00;900;482;0;0;1.382,00
590;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.228,92;14.747,04;1.228,92;482;0;0;1.710,92
591;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.325,48;15.905,76;1.325,48;482;0;0;1.807,48
592;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.496,25;41.955,00;3.496,25;482;0;0;3.978,25
593;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.277,20;15.326,40;1.277,20;482;0;0;1.759,20
594;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.486,19;17.834,28;1.486,19;482;0;0;1.968,19
595;TECNICO DE INFORMACION BIBLIOTECARIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
596;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.528,80;42.345,60;3.528,80;482;0;0;4.010,80
597;ENFERMERA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
598;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
599;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.657,60;31.891,20;2.657,60;482;0;0;3.139,60
600;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.438,67;17.264,04;1.438,67;482;0;0;1.920,67
601;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
602;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
603;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.754,40;33.052,80;2.754,40;482;0;0;3.236,40
604;TECNICO GRAFICO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;773;9.276,00;773;482;0;0;1.255,00
605;SECRETARIO ACADEMICO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
606;TRABAJADOR SOCIAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.521,74;18.260,88;1.521,74;482;0;0;2.003,74
607;ASISTENTE DE RELACIONES DE COOPERACION INTERINSTITUCIONAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;971,74;11.660,88;971,74;482;0;0;1.453,74
608;ANALISTA DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
609;COORDINADOR DE ASESORIA JURIDICA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;3.247,00;38.964,00;3.247,00;482;0;0;3.729,00
610;SECRETARIO ACADEMICO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
611;ANALISTA DE CONTABILIDAD 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
612;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.330,00;15.960,00;1.330,00;482;0;0;1.812,00
613;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
614;ASISTENTE DE TALENTO HUMANO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;8;901;10.812,00;901;482;0;0;1.383,00
615;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.528,80;42.345,60;3.528,80;482;0;0;4.010,80
616;CONDUCTOR ADMINISTRATIVO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;3;621,74;7.460,88;621,74;482;0;0;1.103,74
617;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
618;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.754,40;33.052,80;2.754,40;482;0;0;3.236,40
619;TECNICO DE ARCHIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;817;9.804,00;817;482;0;0;1.299,00
620;ANALISTA DE INFRAESTRUCTURA FISICA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.412,00;16.944,00;1.412,00;482;170,28;0;2.064,28
621;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.156,85;13.882,20;1.156,85;482;0;0;1.638,85
622;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.432,00;41.184,00;3.432,00;482;0;0;3.914,00
623;ANALISTA DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
624;PROFESOR AGREGADO 3 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.496,25;41.955,00;3.496,25;482;0;0;3.978,25
625;ANALISTA DE CONTABILIDAD 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
626;PROFESOR AUXILIAR TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.464,00;29.568,00;2.464,00;482;0;0;2.946,00
627;TECNICO GRAFICO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;773;9.276,00;773;482;0;0;1.255,00
628;PROFESOR PRINCIPAL 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.638,21;55.658,52;4.638,21;482;0;0;5.120,21
629;ASISTENTE EJECUTIVO 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
630;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.615,15;19.381,80;1.615,15;482;0;0;2.097,15
631;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
632;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.044,80;36.537,60;3.044,80;482;0;0;3.526,80
633;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.277,20;15.326,40;1.277,20;482;0;0;1.759,20
634;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.044,80;36.537,60;3.044,80;482;0;0;3.526,80
635;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
636;ANALISTA DE TALENTO HUMANO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
637;SUPERVISOR DE PROCESOS PRODUCTIVOS, OPERATIVOS Y/O ESPECIALIZACION INDUSTRIAL;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;6;906;10.872,00;906;482;0;0;1.388,00
638;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
639;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.330,00;15.960,00;1.330,00;482;0;0;1.812,00
640;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
641;MEDICO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;13;1.676,00;20.112,00;1.676,00;482;0;0;2.158,00
642;PROFESOR AUXILIAR 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.277,20;15.326,40;1.277,20;482;0;0;1.759,20
643;ANALISTA DE CONTROL DE BIENES;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
644;ESPECIALISTA EN ASESORIA JURIDICA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;14;1.760,00;21.120,00;1.760,00;482;0;0;2.242,00
645;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
646;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.214,35;26.572,20;2.214,35;482;0;0;2.696,35
647;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.330,00;15.960,00;1.330,00;482;0;0;1.812,00
648;PROFESOR AUXILIAR 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.255,72;15.068,64;1.255,72;482;0;0;1.737,72
649;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;14,74;0;1.057,74
650;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
651;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
652;ANALISTA DE LABORATORIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.721,74;20.660,88;1.721,74;482;0;0;2.203,74
653;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.120,00;13.440,00;1.120,00;482;0;0;1.602,00
654;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.948,00;35.376,00;2.948,00;482;0;0;3.430,00
655;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;776,16;9.313,92;776,16;482;0;0;1.258,16
656;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.496,25;41.955,00;3.496,25;482;0;0;3.978,25
657;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
658;ANALISTA DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
659;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;980;11.760,00;980;482;0;0;1.462,00
