Cuenta;Categoría;Descripción;Asignado;Modificado;Codificado;Monto certificado;Comprometido;Devengado;Pagado;Saldo por comprometer;Saldo por devengar;Saldo por pagar;Porcentaje de ejecución
840103 001;Egresos De Capital;Mobiliarios;150387.39;593413.66;743801.05;0;0;0;0;743801.05;743801.05;0;0
840103 003;Egresos De Capital;Mobiliarios;156796.48;-146156.48;10640;0;0;0;0;10640;10640;0;0
840104 001;Egresos De Capital;Maquinarias y Equipos;429766.63;-170165.78;259600.85;0;0;0;0;259600.85;259600.85;0;0
840104 002;Egresos De Capital;Maquinarias y Equipos;302200;20522.67;322722.67;0;0;0;0;322722.67;322722.67;0;0
840104 003;Egresos De Capital;Maquinarias y Equipos;62095.9;376943.66;439039.56;0;0;0;0;439039.56;439039.56;0;0
840104 998;Egresos De Capital;Maquinarias y Equipos;0;399743.08;399743.08;0;0;0;0;399743.08;399743.08;0;0
840106 003;Egresos De Capital;Herramientas;0;1487.5;1487.5;0;0;0;0;1487.5;1487.5;0;0
840107 001;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;309298.13;-75601.77;233696.36;0;0;0;0;233696.36;233696.36;0;0
840107 002;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;336647.03;-68697.9;267949.13;0;0;0;0;267949.13;267949.13;0;0
840107 003;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;197600;-186539.38;11060.62;0;0;0;0;11060.62;11060.62;0;0
840107 998;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;0;127834.96;127834.96;0;0;0;0;127834.96;127834.96;0;0
840109 003;Egresos De Capital;Libros y Colecciones;0;28677.33;28677.33;0;0;0;0;28677.33;28677.33;0;0
840111 003;Egresos De Capital;Partes y Repuestos;0;2500;2500;0;0;0;0;2500;2500;0;0
990102 002;Otros Pasivos;Obligaciones de Ejercicios Anteriores por Egresos en Servicios;0;401;401;0;0;0;0;401;401;0;0
