Numeración;Puesto Institucional;Regimen laboral al que pertenece;Número de partida presupuestaria;Grado jerárquico o escala al que pertenece el puesto;Remuneración mensual unificada;Remuneración unificada (anual);Décimo Tercera Remuneración;Décima Cuarta Remuneración;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
1411;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23472;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1412;ANALISTA DE PLANIFICACION OPERATIVA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2741;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1413;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1605;PERSONAL ACADEMICO AGREGADO;3400;13.600,00;2.549,97;344,97;0;0;2.894,94
1414;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23664;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1415;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23297;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1416;GUARDALMACEN;1.SERVICIO CIVIL PUBLICO (LOSEP);2836;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1417;INSPECTOR DE SEGURIDAD;2.CODIGO DEL TRABAJO;315;NIVEL 6;773;3.092,00;579,78;344,97;0;0;924,75
1418;AYUDANTE DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;258;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
1419;ANALISTA DE PLANIFICACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2923;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1420;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23717;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1421;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23778;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1422;DIRECTOR/A DE ADMISION Y NIVELACION;3.OTROS REGIMENES ESPECIALES;1;AUTORIDADES ACADEMICAS NIVEL 2;3883,85;15.535,40;2.912,85;344,97;0;0;3.257,82
1423;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23740;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1424;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1995;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1425;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23945;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1426;COORDINADOR/A DEL CENTRO DE DEPORTES;3.OTROS REGIMENES ESPECIALES;2162;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1427;ANALISTA DE INFRAESTRUCTURA FISICA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2661;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1428;DECANO/A DE FACULTAD;3.OTROS REGIMENES ESPECIALES;2149;AUTORIDADES ACADEMICAS NIVEL 2;4306,13;17.224,52;3.229,56;344,97;0;0;3.574,53
1429;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;660;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1430;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23303;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1431;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;985;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1432;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;165;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1433;ANALISTA DE SOPORTE Y MANTENIMIENTO 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2727;UEP NIVEL PROFESIONAL A3;1500;6.000,00;1.125,00;344,97;0;0;1.469,97
1434;CONSERJE;2.CODIGO DEL TRABAJO;467;NIVEL 1;953,13;3.812,52;714,87;344,97;0;0;1.059,84
1435;CONSERJE;2.CODIGO DEL TRABAJO;523;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
1436;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2151;PERSONAL ACADEMICO AUXILIAR;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1437;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;23074;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
1438;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;23759;PERSONAL DE APOYO (UNIVERSIDADES);986;3.944,00;739,53;344,97;0;0;1.084,50
1439;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23610;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1440;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23534;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1441;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23665;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1442;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23874;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1443;MEDICO GENERAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2934;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1444;TRABADOR/A SOCIAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2949;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1445;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;1635;PERSONAL ACADEMICO PRINCIPAL;4999,05;19.996,20;3.749,31;344,97;0;0;4.094,28
1446;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23787;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1447;RECTOR/A;3.OTROS REGIMENES ESPECIALES;2154;AUTORIDADES ACADEMICAS NIVEL 4;5000;20.000,00;3.750,03;344,97;0;0;4.095,00
1448;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23805;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1449;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;23315;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
1450;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23666;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1451;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;820;PERSONAL ACADEMICO AUXILIAR;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1452;ANALISTA DE BIBLIOTECAS Y RECURSOS DEL APRENDIZAJE Y LA INVESTIGACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2640;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1453;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23611;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1454;GASFITERO;2.CODIGO DEL TRABAJO;383;NIVEL 2;666,67;2.666,68;500,04;344,97;0;0;845,01
1455;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23806;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1456;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23075;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1457;ANALISTA DE EVALUACION Y ACREDITACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2494;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1458;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;2117;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1459;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2530;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1460;ASISTENTE DE COMUNICACION SOCIAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2894;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1461;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1715;PERSONAL ACADEMICO PRINCIPAL;3343,28;13.373,12;2.507,49;344,97;0;0;2.852,46
1462;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23946;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1463;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1720;PERSONAL ACADEMICO PRINCIPAL;4300;17.200,00;3.224,97;344,97;0;0;3.569,94
1464;CONTROLADOR OPERACIONAL;2.CODIGO DEL TRABAJO;545;NIVEL 2;578;2.312,00;433,53;344,97;39,6;0;818,1
1465;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23546;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1466;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23473;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1467;ANALISTA DE GESTION DE BIBLIOTECAS Y PROCESOS TECNICOS 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2639;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1468;VICERRECTOR/A DE INVESTIGACION Y POSGRADO;3.OTROS REGIMENES ESPECIALES;2466;AUTORIDADES ACADEMICAS NIVEL 3;4640,11;18.560,44;3.480,12;344,97;0;0;3.825,09
1469;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23727;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1470;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1730;PERSONAL ACADEMICO PRINCIPAL;4300;17.200,00;3.224,97;344,97;0;0;3.569,94
1471;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23547;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1472;ANALISTA DE ARTE CULTURA E INTERCULTURAL 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2617;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1473;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;20;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1474;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;565;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1475;ANALISTA DE PRESUPUESTO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2746;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1476;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;23187;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
1477;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23947;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1478;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2148;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1479;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23809;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1480;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23785;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1481;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23548;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1482;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23875;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1483;ANALISTA DE SOPORTE Y MANTENIMIENTO 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2658;UEP NIVEL PROFESIONAL A3;1773,06;7.092,24;1.329,84;344,97;0;0;1.674,81
1484;ANALISTA ADMINISTRATIVO/A DE COMPRAS PUBLICAS 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2775;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1485;ANALISTA ADMINISTRATIVO/A DE COMPRAS PUBLICAS 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2788;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1486;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23298;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1487;CHOFER;2.CODIGO DEL TRABAJO;538;NIVEL 3;596;2.384,00;447,03;344,97;51,46;0;843,46
1488;ANALISTA DE BIENES Y BODEGA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2574;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1489;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23810;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1490;ANALISTA DE MANTENIMIENTO DE LA INFRAESTRUCTURA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2933;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1491;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23876;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1492;ANALISTA DE CERTIFICACION Y REGISTRO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2743;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1493;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1780;PERSONAL ACADEMICO PRINCIPAL;4025,25;16.101,00;3.018,96;344,97;0;0;3.363,93
1494;DECANO/A DE POSGRADO;3.OTROS REGIMENES ESPECIALES;2139;AUTORIDADES ACADEMICAS NIVEL 2;4306,13;17.224,52;3.229,56;344,97;0;0;3.574,53
1495;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;870;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1496;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1790;PERSONAL ACADEMICO PRINCIPAL;3400;13.600,00;2.549,97;344,97;0;0;2.894,94
1497;CONSERJE;2.CODIGO DEL TRABAJO;218;NIVEL 1;557;2.228,00;417,78;344,97;18,85;0;781,6
1498;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23474;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1499;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1795;PERSONAL ACADEMICO PRINCIPAL;3210,2;12.840,80;2.407,68;344,97;0;0;2.752,65
1500;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23751;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1501;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23535;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1502;ANALISTA DE BIENESTAR ESTUDIANTIL Y POLITECNICO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2763;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1503;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23877;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1504;TECNICO GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2501;UEP NIVEL NO PROFESIONAL A4;901;3.604,00;675,72;344,97;0;0;1.020,69
1505;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23948;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1506;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1700;PERSONAL ACADEMICO AGREGADO;3744,7;14.978,80;2.808,54;344,97;0;0;3.153,51
1507;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23300;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1508;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;465;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1509;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23549;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1510;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2682;UEP NIVEL PROFESIONAL A3;1139,41;4.557,64;854,55;344,97;0;0;1.199,52
1511;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23475;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1512;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23878;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1513;ANALISTA DE DESARROLLO DE RECURSOS ACADEMICOS 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2778;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1514;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2510;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1515;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;150;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1516;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2123;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1517;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2075;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1518;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2609;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1519;TECNICO GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2523;UEP NIVEL NO PROFESIONAL A4;901;3.604,00;675,72;344,97;0;0;1.020,69
1520;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1825;PERSONAL ACADEMICO PRINCIPAL;4472,85;17.891,40;3.354,66;344,97;0;0;3.699,63
1521;GUARDALMACEN;1.SERVICIO CIVIL PUBLICO (LOSEP);2751;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1522;DIRECTOR/A ADMINISTRATIVO/A;1.SERVICIO CIVIL PUBLICO (LOSEP);6;UEP NIVEL DIRECTIVO A1;3800;15.200,00;2.850,03;344,97;0;0;3.195,00
1523;ANALISTA DE BIBLIOTECAS Y RECURSOS DEL APRENDIZAJE Y LA INVESTIGACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2539;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1524;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23612;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1525;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;2135;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1526;TECNICO GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2737;UEP NIVEL NO PROFESIONAL A4;901;3.604,00;675,72;344,97;0;0;1.020,69
1527;ANALISTA DE PROCESOS Y MEJORA CONTINUA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2643;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1528;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;2130;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1529;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2116;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1530;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2704;UEP NIVEL PROFESIONAL A3;1163,81;4.655,24;872,82;344,97;0;0;1.217,79
1531;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23076;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1532;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23077;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1533;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23550;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1534;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23811;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1535;ANALISTA DE VINCULACION 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2822;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1536;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23744;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1537;ANALISTA ACADEMICO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2634;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1538;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23551;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1539;ANALISTA DE NOMINA Y REMUNERACIONES 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2602;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1540;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1845;PERSONAL ACADEMICO PRINCIPAL;3908,07;15.632,28;2.931,03;344,97;0;0;3.276,00
1541;ANALISTA DE COMUNICACION Y RELACIONES PUBLICAS 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2626;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1542;SECRETARIO/A GENERAL;1.SERVICIO CIVIL PUBLICO (LOSEP);12;UEP NIVEL DIRECTIVO A2;2734;10.936,00;2.050,47;344,97;0;0;2.395,44
1543;DECANO/A ACADEMICO/A;3.OTROS REGIMENES ESPECIALES;2461;AUTORIDADES ACADEMICAS NIVEL 2;4306,13;17.224,52;3.229,56;344,97;0;0;3.574,53
1544;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23812;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1545;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;350;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1546;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23536;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1547;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23078;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1548;CONSERJE;2.CODIGO DEL TRABAJO;322;NIVEL 1;527;2.108,00;395,28;344,97;0;0;740,25
1549;CONSERJE;2.CODIGO DEL TRABAJO;460;NIVEL 1;700,73;2.802,92;525,51;344,97;0;0;870,48
