TIPO;RESOLUCIÓN ;CONVENIO ;FECHA DE SUSCRIPCIÓN ;DURACIÓN;Enlace para descargar el convenio ;;;;;;;;;;;;;;;;;
NACIONAL;707.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL MINISTERIO DE INCLUSIÓN ECONÓMICA Y SOCIAL (MIES) Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);"18/12/2021

";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;722.CP.2021;CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y EL SEÑOR FRANCISCO BRAVO GUACHO;"2/02/2022
";10 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;728.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO A TRAVÉS DE LA CARRERA GESTIÓN DEL TRANSPORTE, FACULTAD DE ADMINISTRACIÓN DE EMPRESAS Y LA AGENCIA NACIONAL DE TRÁNSITO (A.N.T.)”;"25/01/2022

";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;729.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA CONSTRUCTORA OVIEDO PALACIOS S.A.;"06/01/2022

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;019.CP.2020;CONVENIO ESPECÍFICO COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO ESPOCH/FACULTAD  DE MECÁNICA Y LA EMPRESA PÚBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE RIOBAMBA “EP-EMAPAR”;"07-01-2020







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;020.CP.2020;CONVENIO ESPECÍFICO PARA PRÁCTICAS PRE PROFESIONALES ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO  Y EL GOBIERNO AUTÓNOMO DESCENTRALIZADO DE LA PROVINCIA DE CHIMBORAZO;"15-07-2020


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;059.CP.2020;ACUERDO DE COLABORACIÓN ENTRE LA FACULTAD DE MEDICINA VETERINARIA DE LA UNIVERSIDAD DE GHENT Y LA ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO;"11-9-2020

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;099.CP.2020;"CONVENIO ESPECÍFICO PARA EL DESARROLLO DE LAS PRÁCTICAS DE FORMACIÓN ACADÉMICA ENTRE LA FACULTAD DE SALUD PÚBLICA Y LA COORDINACIÓN ZONAL 3 – SALUD, 
";"26-06-2020






";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;203.CP.2020;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL  ENTRE LA UNIVERSIDAD CESAR VALLEJO S.A.C. DE LA REPÚBLICA DE PERÚ Y LA ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO DEL ECUADOR. ;"17-08-2020


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;271.CP.2020;CONVENIO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL MINISTERIO DE ENERGÍAS Y RECURSOS NATURALES NO RENOVABLES “MERNNR” Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"04-11-2020







";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;335.CP.2020;CONVENIO DE COOPERACIÓN ENTRE EL INSTITUTO SUPERIOR TECNOLÓGICO CARLOS CISNEROS Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"12-06-2020

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;376.CP.2020;ACUERDO DE INTERCAMBIO PARA ESTUDIANTES DE PREGRADO & POSGRADO ENTRE LA UNIVERSIDAD DE SASKATCHEWAN, SASKATOON, CANADÁ Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"22-07-2020


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;407.CP.2020;"“CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH) Y LA UNIDAD EDUCATIVA SAN JUAN”
";"08-10-2020






";10 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;447.CP.2020;" CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN GUAMOTE
";"28-07-2020





";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;538.CP.2020;CONVENIO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL CONSEJO DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACIÓN SUPERIOR Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO PARA EL DESARROLLO DE PROYECTOS E INVESTIGACIONES CONJUNTAS PARA EL FORTALECIMIENTO DEL SISTEMA DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACIÓN SUPERIOR;"09-11-2020


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;618.CP.2020;CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y EL GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL MATUS ;"13-10-2020


";10 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;633.CP.2020;"“CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE “LA EMPRESA PÚBLICA ESCUELA DE CONDUCCIÓN ESPOCH CONDUESPOCH E.P.” y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO”
";"01-12-2020


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;670.CP.2020;"CONVENIO DE PRÁCTICAS PREPROFESIONALES ENTRE LA ESPOCH Y LA EMPRESA DINELEC
";"01-12-2020

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;703.CP.2020;“CONVENIO MARCO DE COLABORACIÓN ENTRE LA UNIVERSIDAD DE SANTIAGO DE COMPOSTELA (USC) Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH) PARA LA REALIZACIÓN DE ACTIVIDADES CONJUNTAS DE DOCTORADO EN EL CAMPO DE LA INVESTIGACIÓN AGRÍCOLA Y MEDIOAMBIENTAL;"18-12-2020


";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;705.CP.2020;"Acuerdo Interinstitucional 2021-2027 entre países asociados"" - Universidad de Transilvania de Brasov - ESPOCH.  
";"01-12-2020


";7 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;742.CP.2020;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIÓN NACIONAL DE ASOCIACIONES DE PEQUEÑOS PRODUCTORES AGROPECUARIOS CERTIFICADOS EN COMERCIO JUSTO DEL ECUADOR - CECJ”;"09-09-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;743.CP.2020;“CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y LA DIRECCION DISTRITAL DEL MINISTERIO DE AGRICULTURA Y GANADERIA DE ORELLANA”;"05-02-2021

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;754.CP.2020;"""CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y GAD PARROQUIAL DE SAN ISIDRO DE PATULÚ"" 
";"21-01-2021

";10 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;221.CP.2019;"CONVENIO MARCO DE PASANTÍAS ENTRE EL INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO – IESS-SNHTH-CPM-2019-003
";"12-12-2019


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;390.CP.2019;CONVENIO MARCO DE COLABORACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD ESTATAL PENÍNSULA DE SANTA ELENA;"31/01/2020


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;487.CP.2019;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA FEDERACIÓN PLURINACIONAL DE TURISMO COMUNITARIO DEL ECUADOR;"26/11/2019


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;529.CP.2019;CONVENIO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL SERVICIO DE RENTAS INTERNAS Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” PARA PROPICIAR LA CREACIÓN DEL NÚCLEO DE APOYO CONTABLE FISCAL (NAF) CON LOS ESTUDIANTES DE LA FACULTAD DE ADMINISTRACIÓN DE EMPRESAS ;"31-10-2019
";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;563.CP.2019;MEMORANDO DE ENTENDIMIENTO ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH) (RIOBAMBA – ECUADOR) Y LA UNIVERSIDAD LAKEHEAD (ONTARIO, CANADA).;"29-10-2019

";"2019

VIGENCIA
INDEFINIDA HASTA QUE ALGUNA DE LAS PARTES NOTIFIQUEN SU  DESEO DE RESCINDIRLO";https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;567.CP.2019;CONVENIO PARA EL FORTALECIMIENTO DEL PRIMER NIVEL DE ATENCIÓN EN SALUD, ENTRE EL INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO, DISPENSARIO ANEXO;"29-10-2019



";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;622.CP.2019;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL INSTITUTO NACIONAL DE METEROLOGÍA E HIDROLOGÍA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"19-12-2019






";10 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;641.CP.2019;"CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL CELEBRADO ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y LA UNIVERSIDAD PARA LA INNOVACIÓN Y LA CULTURA “UNIC”
 ";"03-12-2019


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;649.CP.2019;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN GUARANDA PROVINCIA DE BOLÍVAR;"11-03-2020


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;175.CP.2018;"CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ECUADOR) Y LA ""UNIVERSIDAD MIGUEL HERNÁNDEZ DE ELCHE (ESPÁÑA)";"14-06-2018



";"8 AÑOS 

";https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;337.CP.2017;"CONVENIO MARCO A SUSCRIBIRSE ENTRE EL INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL "" IESS""  Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO, PARA PROGRAMAS DE PASANTÍAS E INTERNADO ROTATIVO";"28-08-2017

";10 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
