TIPO;RESOLUCIÓN ;CONVENIO ;FECHA DE SUSCRIPCIÓN ;DURACIÓN;Enlace para descargar el convenio 
INTERNACIONAL;048.CP.2023;CONVENIO GENERAL DE COLABORACIÓN ACADÉMICA ENTRE UNIVERSIDAD DE GUADALAJARA Y ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"12-04-2023







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
INTERNACIONAL;101.CP.2023;"MEMORANDO DE ENTENDIMIENTO ENTRE EL POLITEÌCNICO DI TORINO (ITALIA) Y ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO

";"27-04-2023






";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;162.CP.2023;"CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA FUNDACIÓN AGENESIA ECUADOR PARA LA EJECUCIÓN DEL PROYECTO DE INVESTIGACIÓN INSTITUCIONAL MULTIDISCIPLINARIO ""DESARROLLO Y FABRICACIÓN DE PRÓTESIS PERSONALIZADAS PARA LA REHABILITACIÓN DE EXTREMIDADES SUPERIORES Y SU COMERCIALIZACIÓN MEDIANTE UN PLAN ESTRATÉGICO";"31/05/2023



";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;166.CP.2023;CONVENIO DE PRÁCTICAS PRE PROFESIONALES, INVESTIGACIÓN Y VINCULACIÓN CON LA SOCIEDAD ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y LA DIRECCIÓN ZONAL 8 NAPO MINISTERIO DEL AMBIENTE, AGUA Y TRANSICIÓN ECOLÓGICA;"13-07-2023







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;227.CP.2023;ONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA PLANTA INDUSTRIAL CIUDAD DEL AUTO CIAUTO CIA LTDA., para la ejecución del proyecto de investigación “DISEÑO DE UNA INFRAESTRUCTURA DE CARGA PARA VEHÍCULOS ELÉCTRICOS MEDIANTE MODELACIÓN Y EQUIPAMIENTO A BORDO EN CICLOS DE CONDUCCIÓN URBANAS E INTERURBANAS CARACTERÍSTICOS EN CIUDADES DEL ECUADOR;"06-07-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;232.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD NACIONAL DE CHIMBORAZO, para el desarrollo del proyecto “DESARROLLO Y FABRICACIÓN DE PRÓTESIS PERSONALIZADAS PARA LA REHABILITACIÓN DE EXTREMIDADES SUPERIORES Y SU COMERCIALIZACIÓN MEDIANTE UN PLAN ESTRATÉGICO;"08-05-2023






";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;238.CP.2023;"CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA CÁMARA ECUATORIANA DE EMPRESAS DE TRANSPORTE DE CARGA Y LOGÍSTICA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO""";"05-07-2023






";"5 AÑOS
";https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;239.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL para la ejecución del proyecto de investigación “PAPEL DE LA MICROBIOTA INTESTINAL EN EL CONTROL DE INFECCIONES PARASITARIAS: UN APORTE PARA MEJORAR EL ESTADO NUTRICIONAL Y COGNITIVO DE NIÑOS Y NIÑAS DE LA SIERRA Y AMAZONÍA ECUATORIANA PROYECTO GUAGUA”;"9-06-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;243.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERISTITUCIONAL PARA EL DESARROLLO DE PRÁCTICAS PRE PROFESIONALES ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIDAD EDUCATIVA DE LAS AMÉRICAS - CEPLA.”;"15-11-2023







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;277.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA FUNDACIÓN INTERNACIONAL BUEN SAMARITANO PAUL MARTEL “FIBUSPAM”., para la ejecución del proyecto de investigación “VALIDACIÓN DE LA ANTIBIOTICOTERAPIA EN INFECCIONES BACTERIANAS PRESENTES EN LA  POBLACIÓN DE 0 – 18 AÑOS MEDIANTE UN SOFTWARE”;"18-5-2023






";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;278.CP.2023;"CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA FUNDACIÓN CIRCULAR para la ejecución del proyecto de investigación: ""DESCONTAMINACIÓN DEL RÍO PACHANLICA DE LA PROVINCIA DE TUNGURAHUA MEDIANTE TÉCNICAS INTEGRALES DE RESTAURACIÓN DESDE LA PLANIFICACIÓN, AL SEGUIMIENTO Y CONTROL";"8-6-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;279.CP.2023;CONVENIO ESPECÍFICO DE PRÁCTICAS PRE PROFESIONALES ENTRE LA DIRECCIÓN ZONAL 3 CHIMBORAZO MINISTERIO DEL AMBIENTE, AGUA Y TRANSICIÓN ECOLÓGICA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"9-5-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
INTERNACIONAL;280.CP.2023;CONVENIO MARCO DE COLABORACIÓN ENTRE LA UNIVERSITAT ROVIRA I VIRGILI Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO - ECUADOR;"21-6-2023







";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;282.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD NACIONAL DE CHIMBORAZO para la ejecución del proyecto de investigación “PROPONER UNA ESTRATEGIA INTEGRAL PARA IMPLEMENTAR UN CENTRO DE PROCESAMIENTO DE ORO PARA EL DISTRITO MINERO DE ZARUMA–PORTOVELO, CON VISIÓN EXTRACTIVA, PRODUCTIVA Y AMIGABLE CON EL MEDIO”;"21-09-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
INTERNACIONAL;285.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD DE GEORGIA, para la ejecución del Proyecto de Investigación “QHAPAQ ÑAN PARA LA VIDA: GESTIÓN DEL DESARROLLO SOSTENIBLE DE LAS POBLACIONES Y TERRITORIOS VINCULADOS AL SISTEMA VIAL ANDINO DEL QHAPAQ ÑAN (SECCIÓN NIZAG) MEDIANTE LA CONSERVACIÓN, SALVAGUARDA Y GESTIÓN DEL PATRIMONIO CULTURAL Y MEMORIA SOCIAL”;"02-08-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;329.CP.2023;CONVENIO ESPECIFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL “SANTIAGO DE CALPI” Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"12-05-2023








";3 AÑOS ;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;343.CP.2023;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN CHAMBO Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"22-08-2023








";5 AÑOS ;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;345.CP.2023;CONVENIO MARCO DE COOPERACIÓN ACADÉMICA, CIENTÍFICA DE DESARROLLO TECNOLÓGICO, ENTRE EL MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA ECUATORIANA Y LA ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO;"13-06-2023








";5 AÑOS ;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;347.CP.2023;"CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y EL LABORATORIO CLÍNICO SAN GABRIEL para la ejecución del proyecto de investigación “ANÁLISIS DE LA INFLUENCIA DE LOS ESTILOS DE VIDA EN LOS VALORES HEMATIMÉTRICOS Y SU RELACIÓN CON EL RENDIMIENTO ACADÉMICO DE LOS ESTUDIANTES DE LA CARRERA DE MEDICINA. FACULTAD DE SALUD PÚBLICA. ESPOCH"" ";"4-06-2023








";3 AÑOS ;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;362.CP.2023;"CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y EL VICARIATO APOSTÓLICO DE AGUARICO – LABORATORIO AMBIENTAL LABSU""";"13-07-2023








";5 AÑOS ;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;367.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD POLITÉCNICA SALESIANA, para el desarrollo del proyecto “PROPUESTA METODOLÓGICA PARA EL DISEÑO DE ESTRATEGIAS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN (IEC) QUE PERMITAN EL ABORDAJE INTEGRAL DE LA PREVENCIÓN Y DISMINUCIÓN DEL ACOSO SEXUAL A ESTUDIANTES DE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO” ;"03-07-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;392.CP.2023;"CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH) Y LA ASOCIACION DE PROPIETARIOS DE PLANTAS DE BENEFICIO, FUNDICIÓN Y REFINACIÓN DE SUSTANCIAS MINERALES DE LA PROVINCIA DE EL ORO “APROPLASMIN"" ";"21-06-2023







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;415.CP.2023;CONVENIO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH) Y EL INSTITUTO SUPERIOR UNIVERSITARIO CARLOS CISNEROS” ;"21-06-2023








";5 AÑOS ;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;417.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y FUNDACIÓN URV para la ejecución del Proyecto de Investigación “PRODUCCIÓN DE GAS DE SÍNTESIS CON ALTO CONTENIDO DE HIDROGENO MEDIANTE PIROLISIS - GASIFICACIÓN DE BIOMASA Y RESIDUOS DE PLÁSTICOS” ;"16-06-2023







";3 AÑOS ;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;423.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD NACIONAL DE CHIMBORAZO PARA LA INTEGRACIÓN DE LAS COMISIONES DE LOS CONCURSOS DE MERECIMIENTOS Y OPOSICIÓN” ;"06/06/2023



";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;434.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD CENTRAL DEL  ECUADOR;"29/06/2023



";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;435.CP.2023;"CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSITY OF MINHO para la ejecución del Proyecto de Investigación “PROPONER UNA ESTRATEGIA INTEGRAL PARA IMPLEMENTAR UN CENTRO DE PROCESAMIENTO DE ORO PARA EL DISTRITO MINERO DE ZARUMA –PORTOVELO, CON VISIÓN EXTRACTIVA, PRODUCTIVA Y AMIGABLE CON EL MEDIO"" ";"30/06/2023



";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
INTERNACIONAL;472.CP.2023;"ACUERDO DE COOPERACIÓN CIENTÍFICA Y TÉCNICA ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD DE SEVILLA"" ";"29-07-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;492.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y EL INSTITUTO SUPERIOR TECNOLOGICO CARLOS CISNEROS para la ejecución del Proyecto de “IMPLEMENTACION DE OBJETOS DE APRENDIZAJE EN ENTORNOS VIRTUALES DE LA ESPOCH A FIN DE ESTANDARIZAR LOS RECURSOS Y ACTIVIDADES PARA EL DICTADO DEL ITINERARIO DE INGLES”;"07-10-2023






";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;496.CP.2023;CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y EL SEÑOR LEONARDO TENEGUSÑAY TAGUA;"03-08-2023







";10 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;507.CP.2023;"CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD NACIONAL DE CHIMBORAZO para la ejecución del ´proyecto de investigación “PROGRAMA PARA EL MANEJO DE LOS RESIDUOS EN LOS ESTABLECIMIENTOS TURÍSTICOS DE ALIMENTOS Y BEBIDAS DEL CANTÓN RIOBAMBA CON VISIÓN DE ECONOMÍA CIRCULAR""";"23-08-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
INTERNACIONAL;508.CP.2023;"ACUERDO MARCO DE COOPERACIÓN ENTRE ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (FACULTAD DE MECÁNICA) Y UNIVERSIDAD DE ANTIOQUIA (FACULTAD DE INGENIERÍA)"" ";"31-08-2023







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;544.CP.2023;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN ALAUSÍ;"13-11-2023








";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;704.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN GUANO Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO, PARA FORTALECER LA FORMACIÓN ACADÉMICA DE LOS ESTUDIANTES DE LA CARRERA DE INGENIERÍA QUÍMICA MEDIANTE LA REALIZACIÓN DE PRÁCTICAS PRE PROFESIONALES Y TRABAJOS DE TITULACIÓN;"13-10-2023








";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;742.CP.2023;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA EMPRESA ELÉCTRICA RIOBAMBA S.A s.;"10-10-2023







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;810.CP.2023;"CONVENIO ESPECÍFICO DE COOPERACIÓN PARA EL DESARROLLO DE LA INVESTIGACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH) Y LA UNIVERSIDAD NACIONAL DE CHIMBORAZO"",";"04-12-2023








";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;837.CP.2023;"CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EDWIN SALAZAR ORDOÑEZ EDSAOR CIA. LTDA. Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO, PARA FORTALECER LA FORMACIÓN ACADÉMICA DE LOS ESTUDIANTES MEDIANTE LA REALIZACIÓN DE PRÁCTICAS PRE PROFESIONALES (FIBRA TELECOM)

";"29-01-2024







";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;875.CP.2023;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA CENTRAL ECUATORIANA DE SERVICIOS AGRICOLAS - CESA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"28/02/2024


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;881.CP.2023;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN RIOBAMBA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO CON EL OBJETO DE ESTABLECER BASES Y MECANISMOS GENERALES DE APOYO PARA LA FORMULACIÓN, GESTIÓN Y EJECUCIÓN DE PROYECTOS Y PROGRAMAS DE COMPETENCIA MUNICIPAL QUE BENEFICIEN A LA POBLACIÓN RIOBAMBEÑA;"28/11/2024



";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;043.CP.2022;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y ECUAMATRIZ CIA LTDA;"15-03-2022








";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;044.CP.2022;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y LA AGENCIA DE REGULACIÓN Y CONTROL FITO Y ZOOSANITARIO;"25-01-2022









";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
INTERNACIONAL;069.CP.2022;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA FUNDACIÓN MARTHA VEGA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"17-01-2022







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
NACIONAL;164.CP.2022;"CONVENIO MARCO DE COOPERACIÓN INTERNACIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA FUNDACIÓN IBEROAMERICANA DE EDUCACIÓN""";"12-05-2022


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
INTERNACIONAL;203.CP.2022;CONVENIO MARCO DE COOPERACIÓN ACADÉMICA CIENTÍFICA Y CULTURAL ENTRE LA ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO, LA PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE Y LA UNIVERSIDAD MOULAY ISMAIL DE MEKNES;"17-05-2022







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
INTERNACIONAL;206.CP.2022;CONVENIO MARCO DE COLABORACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD NACIONAL DE RÍO NEGRO -ARGENTINA;"26-10-2022







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr
