Denominación de la organización sindical;Fecha de suscripción del contrato;Enlace para descargar el contrato colectivo original;Fecha de la última reforma o revisión;Enlace para descargar todas las reformas completas del contrato colectivo
"Sindicato Unico de Trabajadores La Argelia""";2011-03-04;http://unl.edu.ec/sites/default/files/contenido/transparencia/contratocolectivo2012.pdf;2011-03-04;No han existo reformas hasta la presente fecha
